TITLE,ACTIVE,URL_web,URL_facebook,URL_twitter,URL_youtube,URL_instagram,URL_telegram,URL_tiktok,URL_linkedin,DATE_START_year_offline,DATE_START_year_digital,DATE_START_day_digital,DATE_END_year_digital,DATE_END_day_digital,LOCATION_country,LOCATION_company_address,LOCATION_company_zipcode,LOCATION_town,REACH,NATIVE,PUBLISHER_media_group,PUBLISHER_company_name,PODCAST_offered,PODCAST_native,TOPIC_general_information,TOPIC_special_topic,TOPIC_special_topic_description,OWNERSHIP,DNR,ID_original,lat,lng,REVENUE_specify_other,LANGUAGE_specify_other,createdAt,updatedAt,publishedAt,URL_twitch,URL_whatsapp,platforms,languages,revenues,province,region
Diari de Terrassa,true,http://www.diarideterrassa.es/,https://www.facebook.com/diarideterrassa,https://twitter.com/diarideterrassa,https://www.youtube.com/channel/UCpSb-bbqwpEUbnQmdJdbi4Q,https://www.instagram.com/diarideterrassa/,,,,,2004,,,,ES,"de Vallhonrat, 45, 08221 Terrassa (Barcelona)",08221,Tarrasa,local,false,,Julián Sanz Soria S. L.,false,false,true,General,,private,false,ES_835,41.5578243,2.0080687,,,2022-09-06T09:22:12.709Z,2023-01-27T11:11:09.975Z,2022-09-06T09:22:58.469Z,,,"web, print","catalan, spanish","Suscription, membership or payment, Advertising",Barcelona,Cataluña
Diari de Vilanova,false,http://www.diaridevilanova.cat/,https://www.facebook.com/diarivilanova,https://twitter.com/diaridevilanova,,,,,,,,,,,ES,"Rambla Exposició, 59-69. 08800 Vilanova i la Geltrú.",08800,Vilanova i la Geltrú,local,false,,"Edicions Comarca 17, SL",,,,,,private,false,ES_836,41.2232154,1.7334696,,,2022-09-06T09:22:09.919Z,2023-01-27T11:11:09.996Z,2022-09-06T09:22:58.469Z,,,web,catalan,,Barcelona,Cataluña
Diari Digital,true,http://diaridigital.es/,https://www.facebook.com/Diari-Digitales-819229571554297,https://twitter.com/diarixativa,https://www.youtube.com/channel/UCOlkrqBT6Rz7yJ0Yg31rSsQ,,,,,,2016,2016-02-27,,,ES,"Avda. Cortes Valencianas, s/n – sector Palasiet 46800 Xàtiva.",46800,Játiva,local,true,,,false,false,true,General,,private,false,ES_839,38.9872771,-0.5320875,,,2022-09-06T09:21:49.700Z,2023-01-27T11:11:27.897Z,2022-09-06T09:22:58.469Z,,,web,"spanish, valencian","Advertising, Subsidies (public or private)",Valencia/València,Comunitat Valenciana
Diari Jornada,false,https://www.diarijornada.coop/,https://www.facebook.com/DiariJornada/,https://twitter.com/DiariJornada,,,,,,,2018,2018-05-05,2018,2018-10-20,ES,"Bailen, 5, Baixos, 08010 Barcelona (Barcelona)",08010,Barcelona,local,false,,"DIARI JORNADA SCCL ",,,,,,private,false,ES_840,41.3914436,2.1774214,,,2022-09-06T09:22:24.145Z,2023-01-27T11:11:10.038Z,2022-09-06T09:22:58.469Z,,,web,catalan,,Barcelona,Cataluña
Diari la Terreta,true,https://www.diarilaterreta.com/,https://www.facebook.com/diarilaterreta/,https://twitter.com/diarilaterreta,,,,,,,2018,,,,ES,"Miguel de Unamuno 1, 8-A, Esc-2, 12003, Castellón",12003,Castellón de la Plana,local,true,,"Praxis Investments, S.L.",false,,,,,private,false,,39.990792255417915,-0.02576317494840175,,,2023-06-05T14:27:38.694Z,2023-06-05T14:27:42.304Z,2023-06-05T14:27:42.298Z,,,web,valencian,"Advertising, Subsidies (public or private)",Castellón/Castelló,Comunitat Valenciana
Diari La Veu,true,https://www.diarilaveu.com/,https://www.facebook.com/diarilaveu/,https://twitter.com/diarilaveu_,https://www.youtube.com/user/laveupv,https://www.instagram.com/diarilaveu/?hl=es,https://telegram.me/diarilaveu,,,,2013,2013-01-01,,2019-12-31,ES,"carrer Pérez Cabello, 1-1r de 46270-Castelló de la Ribera (País Valencià)",46270,Castelló de la Ribera,local,true,,Edicions Diari La Veu Coop. V.,false,false,false,Política,Activismo,private,false,ES_841,39.079296,-0.5148326,,,2022-09-06T09:21:49.884Z,2024-03-03T19:21:01.747Z,2022-09-06T09:22:58.469Z,,,web,valencian,"Donations and crowdfunding, Subsidies (public or private), Suscription, membership or payment, Advertising",Valencia/València,Comunitat Valenciana
Diari Maresme,false,http://diarimaresme.com/,https://www.facebook.com/diarimaresmedm,https://twitter.com/diarimaresme,,,,,,,2006,2006-09-05,,,ES,"Moragas i Barret, 33 , 08940 Cornellà de Llobregat, Barcelona",08940,Cornellà de Llobregat,local,true,,"Lladó Comunicació, SCP",,,,,,private,false,ES_842,41.3501813,2.0753292,,,2022-09-06T09:22:14.265Z,2023-01-27T11:11:10.060Z,2022-09-06T09:22:58.469Z,,,web,catalan,,Barcelona,Cataluña
Diari Més Digital,true,http://www.diarimes.com/,https://www.facebook.com/DiariMes,https://twitter.com/Diari_Mes,http://www.youtube.com/c/DiarimesDigital,https://www.instagram.com/diarimesdigital/,https://t.me/DiariMes,,,,2006,,,,ES,"Manuel de Falla, 12 Baixos.TARRAGONA",43003,"Camp de Tarragona, Terres del l’Ebre",local,false,,"DIARI MES ÉS UNA MARCA REGISTRADA DE TAMEDIAXA, S.A.",false,false,true,General,,private,false,ES_843,41.1134258,1.240801,,,2022-09-06T09:22:03.607Z,2023-01-27T11:11:21.982Z,2022-09-06T09:22:58.469Z,,,"print, web, app","spanish, catalan","Subsidies (public or private), Advertising",Tarragona,Cataluña
Diari Més Ebre,true,http://www.mesebre.cat/,https://www.facebook.com/diarimesebre,https://twitter.com/mesebre,,,,,,,2009,,,,ES,"Cervantes, 13, 43500, Tortosa (TARRAGONA)",43500,"Ribera d’Ebre, Montsià, Baix Ebre",local,false,,"Limicola, SL",false,false,true,General,,private,false,ES_844,40.809736,0.5224594,,,2022-09-06T09:21:59.551Z,2023-01-27T11:11:22.002Z,2022-09-06T09:22:58.469Z,,,"app, print, web",catalan,Advertising,Tarragona,Cataluña
Diario de Alicante,true,https://diariodealicante.net/,https://www.facebook.com/pg/DiariodeAlicante,https://twitter.com/DiarioAlicante_,https://diariodealicante.net/#,https://www.instagram.com/diarioalicante/,,,,,2017,,,,ES,"Plaza de San Cristobal, 14, Alicante  03002",03002,Alicante,local,true,,"GRUPO CALAFORRA MEDIA, SL",false,false,true,General,,private,false,ES_858,38.3464075,-0.4838973,,,2022-09-06T09:21:50.629Z,2023-01-27T11:11:27.957Z,2022-09-06T09:22:58.469Z,,,"web, app","spanish, valencian",Advertising,Valencia/València,Comunitat Valenciana
Diari Sant Quirze,true,http://www.diarisantquirze.cat/,https://www.facebook.com/diarisantquirze,https://twitter.com/diarisantquirze,https://www.youtube.com/channel/UCiBMU-BN2xE9Xi4a6PW7boA,https://www.instagram.com/diarisantquirze/,,,,,2012,2012-03-14,,,ES,"Avenida del Vallés Nº 31 - 08192 Sant Quirze del Vallès ",08192,Sant Quirze del Vallès,local,true,,,false,false,true,General,,private,false,ES_845,41.529202,2.0725306,,,2022-09-06T09:22:14.193Z,2023-01-27T11:11:10.081Z,2022-09-06T09:22:58.469Z,,,web,catalan,Advertising,Barcelona,Cataluña
Diari Serpis,true,http://diariserpis.com,https://www.facebook.com/diariserpis,https://twitter.com/diariserpis,,,,,,,2012,,,,ES,"Simat de la Valldigna, Valencia 46750",46750,Gandía,local,true,,,false,false,true,General,,private,false,ES_846,39.0392998,-0.3465971,,,2022-09-06T09:21:55.629Z,2023-01-27T11:11:27.938Z,2022-09-06T09:22:58.469Z,,,web,"spanish, valencian","Advertising, Subsidies (public or private)",Valencia/València,Comunitat Valenciana
Diari Win,false,http://www.diariwin.cat/,https://www.facebook.com/DiariWin,https://twitter.com/diariwin,,,,,,,,,,,ES,"C\Vallès, núm. 89 Àtic 4a. Esc. Esq. St. Cugat del V",08172,,local,true,,JOSÉ LUIS SILVA CENTENO,,,,,,private,false,ES_847,41.4664438,2.0701279,,,2022-09-06T09:22:14.069Z,2023-01-27T11:11:10.101Z,2022-09-06T09:22:58.469Z,,,web,catalan,,Barcelona,Cataluña
Digital Hits FM,true,http://digitalhits.cat/,https://www.facebook.com/digitalhits,https://twitter.com/digitalhits,https://www.youtube.com/user/digitalhits,http://www.digitalhits.cat/,,,,,2010,,,,ES,"Plaza Catalunya, 15 - 16, Sabadell, 08206 , Barcelona",08206,Sabadell,national,false,,MONTCAU PRODUCCIONS SL,true,false,false,Ocio y entretenimiento,Música,private,false,ES_959,41.5496138,2.098001,,,2022-09-06T09:22:15.844Z,2023-01-27T11:11:10.243Z,2022-09-06T09:22:58.469Z,,,"radio, web",catalan,Subsidies (public or private),Barcelona,Cataluña
Directa,true,https://directa.cat/,https://www.facebook.com/Directa,https://twitter.com/La_Directa,https://www.youtube.com/user/avdirecta,https://www.instagram.com/directa.cat/,,,,,2007,,,,ES,"Riego 37, 08014, Sants (Barcelona)",08014,,local,false,,La Directa SCCL,false,false,true,General,,private,false,ES_962,41.3769154,2.1384938,,,2022-09-06T09:22:17.151Z,2023-01-27T11:11:10.263Z,2022-09-06T09:22:58.469Z,,,"web, print",catalan,"Donations and crowdfunding, Suscription, membership or payment, Advertising",Barcelona,Cataluña
Directe!,false,http://www.directe.cat/,https://www.facebook.com/directe,https://twitter.com/directe,,,,,,,,,2018,2018-07-01,ES,"Roger de Llúria 5, 2n 2a, 08010 Barcelona",08010,,local,false,,Catmèdia Global SL,,,,,,private,false,ES_963,41.3898542,2.1726373,,,2022-09-06T09:22:23.462Z,2023-01-27T11:11:10.287Z,2022-09-06T09:22:58.469Z,,,web,catalan,,Barcelona,Cataluña
Dones Revista Digital,true,http://www.donesdigital.cat/,,,,,,,,,2009,,,,ES,"Rambla Catalunya, 10, 08007 Barcelona",08007,,local,false,,Associació de Dones Periodistes de Catalunya,false,false,false,Otros,Feminismo,private,false,ES_982,41.3881611,2.1680116,,,2022-09-06T09:22:21.159Z,2023-01-27T11:11:10.308Z,2022-09-06T09:22:58.469Z,,,web,catalan,Advertising,Barcelona,Cataluña
Dossier Europa,false,http://dossiereuropa.eu/,https://www.facebook.com/DossierEuropa,https://twitter.com/DossierEuropaEU,,,,,,,,,2015,2015-11-30,ES,"Vila de Foix 2, 2n 2a, 25002 Lleida",25002,Lleida,national,,,,,,,,,private,false,ES_986,41.612422,0.6231738,,,2022-09-06T09:22:00.740Z,2023-01-27T11:11:20.694Z,2022-09-06T09:22:58.469Z,,,web,"catalan, spanish",,Lleida,Cataluña
Ebre Digital,true,http://ebredigital.cat/,https://www.facebook.com/canal.terresdelebre,https://twitter.com/canalte,https://www.youtube.com/user/canalterresdelebre/,https://www.instagram.com/canalte/,https://ebredigital.cat/telegram/,,,,1997,,,,ES,Bisbe Serra 6 - Baixos  43003  - Tarragona,43003,"Baix Ebre, Montsià, Ribera d’Ebre, Terra Alta",local,true,,Ebre Digital SL,false,false,true,General,,private,false,ES_998,41.1188827,1.2444909,,,2022-09-06T09:22:04.363Z,2023-01-27T11:11:22.021Z,2022-09-06T09:22:58.469Z,,,"web, tv",catalan,"Subsidies (public or private), Advertising",Tarragona,Cataluña
Ebre Exprés,false,http://ebreexpres.com/,https://www.facebook.com/ebreexpres,https://twitter.com/EbreExpres,,,,,,,,,,,ES,"Corsini, 63 - 1, Amposta, 43870 , Tarragona",43870,Terres de l’Ebre,local,true,,"CEP Anuncis, S.C.C.L",,,,,,private,false,ES_999,40.7121651,0.5805208,,,2022-09-06T09:22:00.241Z,2023-01-27T11:11:22.040Z,2022-09-06T09:22:58.469Z,,,web,catalan,,Tarragona,Cataluña
Eco Diari,false,http://www.naciodigital.cat/ecodiari/,https://www.facebook.com/ecodiari,https://twitter.com/EcoDiari,,,,,,,,,2019,2019-07-05,ES,"Passeig de Gràcia, 26, 08007 Barcelona",08007,,local,true,,Serveis de Comunicació Global Aquitania S.L.,,,,,,private,false,ES_1007,41.3903717,2.1679521,,,2022-09-06T09:22:21.040Z,2023-01-27T11:11:10.368Z,2022-09-06T09:22:58.469Z,,,web,catalan,,Barcelona,Cataluña
Eix Diari,true,http://www.eixdiari.cat/,https://www.facebook.com/eixdiari,https://twitter.com/eixdiari,https://www.youtube.com/eixdiari,https://instagram.com/eixdiari,https://t.me/eixdiari,,,,2001,,,,ES,"Joan Fuster 16, de Vilanova i la Geltrú. - 08800 Vilanova i la Geltrú, Barcelona",08800,"Alt Penedès, Baix Penedès, Garraf",local,true,,"GARRAF NEWS MEDIA, SL",false,false,true,General,,private,false,ES_1041,41.2223733,1.7095061,,,2022-09-06T09:22:09.747Z,2023-01-27T11:11:10.411Z,2022-09-06T09:22:58.469Z,,,"web, app",catalan,"Advertising, Subsidies (public or private)",Barcelona,Cataluña
El 3 de Vuit,true,http://el3devuit.cat/,https://www.facebook.com/el3devuit,https://twitter.com/el3devuit,https://www.youtube.com/channel/UCNprSnC9WLgc8Mm_F7RyInw,http://www.instagram.com/el3devuit,,,,,2006,,,,ES,"Papiol, 1 - 08720 Vilafranca del Penedès",08720,Vilafranca del Penedés,local,false,,"Publicacions Penedès, S.A.",false,false,true,General,,private,false,ES_1046,41.3468007,1.7046892,,,2022-09-06T09:22:09.691Z,2023-01-27T11:11:10.455Z,2022-09-06T09:22:58.469Z,,,"app, print, web",catalan,"Advertising, Suscription, membership or payment",Barcelona,Cataluña
El 9 Nou,true,http://el9nou.cat/,https://www.facebook.com/el9nou,https://twitter.com/el9nou,https://www.youtube.com/channel/UCObpBdpXZ2kEqtZh4EQXQrQ,https://www.instagram.com/el9nou/,https://t.me/el9nou,,,,2006,,,,ES,"Plaça de la Catedral, 2. Vic",08500,Barcelona,local,false,,"PREMSA D'OSONA, SA",true,false,true,General,,private,false,ES_1047,41.9280192,2.2546755,,,2022-09-06T09:22:30.022Z,2023-01-27T11:11:10.479Z,2022-09-06T09:22:58.469Z,,,"print, radio, tv, web, app",catalan,"Advertising, Subsidies (public or private), Suscription, membership or payment",Barcelona,Cataluña
El Babau,false,http://www.elbabau.net,,,,,,,,,2007,,,,ES,"Carretera C-26, km.117,5 (Casa de l'Ajuntament) , s/n, - 25286 Navès, Lleida",25286,Navés,local,false,,Associació Cultural El Babau,,,,,,private,false,ES_1059,42.150712,2.1203381,,,2022-09-06T09:22:16.287Z,2023-01-27T11:11:20.715Z,2022-09-06T09:22:58.469Z,,,web,catalan,,Lleida,Cataluña
El Baix,true,http://www.elbaix.cat/,https://www.facebook.com/elbaixcat,https://twitter.com/elbaixcat,http://www.youtube.com/elbaixcat,,,,,,2012,2012-04-23,,,ES,"Joan Batllori, 7-9 - Sant Feliu de Llobregat, Barcelona - 08980",08980,Baix Llobregat,local,true,,"LA COMARCA DIGITAL, SCP",false,false,true,General,,private,false,ES_1060,41.381683,2.0443138,,,2022-09-06T09:22:13.901Z,2023-01-27T11:11:10.503Z,2022-09-06T09:22:58.469Z,,,web,catalan,Advertising,Barcelona,Cataluña
El Capicua,false,http://www.elcapicua.cat/,,,,,,,,,,,,,ES,,,Barcelona,local,,,,,,,,,,false,ES_1073,41.3873974,2.168568,,,2022-09-06T09:22:21.998Z,2023-01-27T11:11:10.547Z,2022-09-06T09:22:58.469Z,,,web,catalan,,Barcelona,Cataluña
El Cargol,true,http://www.elcargol.com/,https://www.facebook.com/elcargolmagazine,https://twitter.com/elcargolpenedes,,,,,,,2000,,,,ES,"del General Cortijo, 21, 08720 Vilafranca del Penedès, Barcelona",08720,"Alt Penedès, Baix Penedès",local,false,,El Cargol Publicacions SL,false,false,true,General,,,false,ES_1074,41.3425798,1.7002438,,,2022-09-06T09:22:09.563Z,2023-01-27T11:11:10.571Z,2022-09-06T09:22:58.469Z,,,"print, web",catalan,"Subsidies (public or private), Advertising",Barcelona,Cataluña
El Caso,true,https://elcaso.net/,https://www.facebook.com/elcasocom,https://twitter.com/elcasocom,https://www.youtube.com/channel/UCEW6yPHIa5UV1Pd0hOAOGOQ,https://www.instagram.com/elcasocom/,,,,,2019,2019-03-01,,,ES,"C/ Numància, 46, 4a A 08029 Barcelona",08029,Barcelona,national,true,,"Una Mirada Informativa Especial, S.L.U.",false,false,false,Otros,sucesos,private,false,ES_1076,41.3831639,2.1393977,,,2022-09-06T09:22:17.473Z,2023-01-27T11:11:10.608Z,2022-09-06T09:22:58.469Z,,,"app, web","catalan, spanish",Advertising,Barcelona,Cataluña
El Castell,true,http://www.elcastell.org,https://www.facebook.com/ajuntamentdecastelldefels,https://twitter.com/AjCastelldefels,http://www.youtube.com/castelldefelstv,http://instagram.com/ajuntamentdecastelldefels,https://t.me/AjCastelldefels,,,,2006,,,,ES,"Plaça de l'Església, 1 , 08860 Castelldefels - España",08860,Castelldefels,local,false,,AJUNTAMENT DE CASTELLDEFELS.,true,false,true,General,,public,false,ES_1077,41.2801626,1.9767193,,,2022-09-06T09:22:12.369Z,2023-01-27T11:11:10.639Z,2022-09-06T09:22:58.469Z,,,"tv, print, radio, web","spanish, catalan",,Barcelona,Cataluña
El Cinèfil,true,https://elcinefil.cat/,https://www.facebook.com/elcinefil/,https://twitter.com/ElCinefilCat,https://www.youtube.com/channel/UCpVMvxq255-YHCxniOkLosQ,https://www.instagram.com/elcinefil/,,,,,2016,2016-02-05,,,ES,,,,local,true,Grup Món,"ND, asociado a http://www.totmedia.cat/",false,false,false,Ocio y entretenimiento,cine y series,private,false,ES_1081,,,,,2022-09-06T09:22:42.926Z,2023-01-27T11:11:21.554Z,2022-09-06T09:22:58.469Z,,,web,catalan,Advertising,ES Unknown,
elCugatenc,true,http://elcugatenc.cat/,https://www.facebook.com/elCugatenc,https://twitter.com/elCugatenc,https://www.youtube.com/watch?v=UTNWgDyRhm0,https://www.instagram.com/elcugatenc/,https://telegram.me/elcugatenc,,,,2015,,,,ES,"C/ Sant Esteve, 8-12, Sant Cugat del Vallès, 08171",08173,Sant Cugat del Vallés,local,true,,"Associació L’Avenir, eines per a la informació",false,false,true,General,,private,false,ES_1300,41.4746934,2.083137,,,2022-09-06T09:22:14.843Z,2023-01-27T11:11:11.336Z,2022-09-06T09:22:58.469Z,,,web,catalan,"Advertising, Suscription, membership or payment",Barcelona,Cataluña
El Diari,false,http://www.eldiari.cat/,,https://twitter.com/eldiari,,,,,,,,,,,ES,"08240-Manresa, al Sant Antoni Maria Claret, 32",08240,Barcelona,local,true,,"Edicions Intercomarcals, S.A.",,,,,,private,false,ES_1122,41.4040373,2.165152,,,2022-09-06T09:22:20.369Z,2023-01-27T11:11:10.705Z,2022-09-06T09:22:58.469Z,,,web,catalan,,Barcelona,Cataluña
El Diari de la Sanitat,true,http://diarisanitat.cat/,https://www.facebook.com/diarisanitat,https://twitter.com/diarisanitat,https://www.youtube.com/channel/UCJE6j3toD1DJO61gvPYFa_Q,,,,,,2016,2016-04-07,,,ES,"Bailén 5, 08010. 08010, Barcelona.",08010,Barcelona,local,true,,Fundació Periodisme Plural,false,false,false,Salud,Sanidad,private,false,ES_1124,41.3914436,2.1774214,,,2022-09-06T09:22:24.209Z,2023-01-27T11:11:10.755Z,2022-09-06T09:22:58.469Z,,,"web, print",catalan,"Subsidies (public or private), Advertising",Barcelona,Cataluña
El Diari de l'Educació,true,http://www.diarieducacio.cat/,https://www.facebook.com/DiariEducacio,https://twitter.com/DiariEducacio,https://www.youtube.com/user/diarieducacio,,https://t.me/diarieducacio,,,,2014,2014-01-15,,,ES,"Bailén 5, 08010. 08010, Barcelona.",08010,Barcelona,local,true,,Fundació Periodisme Plural,false,false,false,Educación,Educación,private,false,ES_1123,41.3914436,2.1774214,,,2022-09-06T09:22:24.179Z,2023-01-27T11:11:10.732Z,2022-09-06T09:22:58.469Z,,,web,catalan,"Subsidies (public or private), Suscription, membership or payment, Advertising",Barcelona,Cataluña
El Diari del Treball,true,http://diaritreball.cat/,https://www.facebook.com/diaritreball,https://twitter.com/diaritreball,,,,,,,2015,2015-03-05,,,ES,"Passatge Tona, nº 10. 08023, Barcelona",08023,Barcelona,local,true,,Fundació Periodisme Plural,false,false,false,Economía y empresa,Trabajo,private,false,ES_1125,41.4160571,2.1455425,,,2022-09-06T09:22:17.986Z,2023-01-27T11:11:10.779Z,2022-09-06T09:22:58.469Z,,,web,catalan,"Subsidies (public or private), Advertising, Suscription, membership or payment",Barcelona,Cataluña
El Diari del Vallès,false,https://www.diaridelvalles.cat/,https://www.facebook.com/ElDiariDelValles,https://twitter.com/DIARIdelVALLES,,,,,,,,,,,ES,"Josep Trueta, 27, Terrassa 08224",08224,"Vallès Occidental, Vallès Oriental",local,false,,NEWT Grup de comunicació.,,,,,,private,false,ES_1126,41.564994,2.001511,,,2022-09-06T09:22:12.608Z,2023-01-27T11:11:10.800Z,2022-09-06T09:22:58.469Z,,,web,catalan,,Barcelona,Cataluña
elDiario.es,true,http://www.eldiario.es/,https://www.facebook.com/eldiarioes,https://twitter.com/eldiarioes,https://www.youtube.com/user/eldiarioes,https://www.instagram.com/eldiarioes,https://t.me/eldiarioes,,,,2012,,,,ES,"Pilar de Zaragoza 9, CP 28028, Madrid",28028,Madrid,national,true,El Diario de Prensa Digital,El Diario de Prensa Digital SL,true,true,true,General,,private,true,ES_1302,40.43259,-3.6689985,,,2022-09-06T09:16:48.973Z,2023-01-27T11:11:57.553Z,2022-09-06T09:22:58.469Z,,,"app, web","spanish, catalan","Branded content, Suscription, membership or payment, Advertising",Madrid,Madrid; Comunidad de
El Dimoni,false,http://www.eldimoni.com/,https://www.facebook.com/eldimoni,https://twitter.com/eldimonipuntcom,,,,,,,,,2018,2018-08-01,ES,"Carrer de Narcís Monturiol i Estarriol, 2, 17820 Banyoles, Girona",17820,Santa Eugenia de Ter,hyperlocal,false,,,,,,,,private,false,ES_1144,42.1248966,2.7674009,,,2022-09-06T09:22:35.826Z,2023-01-27T11:11:19.484Z,2022-09-06T09:22:58.469Z,,,web,catalan,,Girona,Cataluña
El Far,true,http://elfar.cat/,https://www.facebook.com/elfar.baixllobregat,https://twitter.com/elfarinformatiu,https://www.youtube.com/channel/UC7RlKI3quU3xOkv7W5a9krA,https://www.instagram.com/el_far.info/,,,,,2007,,,,ES,"Carrer d'Emilio Alcalà Galiano, 43, 08940 Cornellà de Llobregat, Barcelona",08940,Baix Llobregat,local,false,,Premsa i Comunicació del Baix Llobregat,false,false,true,General,,private,false,ES_1161,41.3526899,2.0863311,,,2022-09-06T09:22:14.983Z,2023-01-27T11:11:10.820Z,2022-09-06T09:22:58.469Z,,,"web, print","spanish, catalan",Advertising,Barcelona,Cataluña
El Far FM,false,http://elfarfm.cat/,https://www.facebook.com/elfarfm/,https://twitter.com/elfarfm,,https://www.instagram.com/elfarfm/,,,,,2018,2018-09-03,2023,,ES,,,,national,false,XAL (Xarxa Audiovisual Local),,true,false,false,Otros,Marítimo,,false,ES_1162,,,,,2022-09-06T09:22:43.334Z,2024-03-03T19:39:08.461Z,2022-09-06T09:22:58.469Z,,,"radio, web",catalan,Subsidies (public or private),ES Unknown,
El Gerió Digital,true,http://www.gerio.cat,https://www.facebook.com/gerio.cat,https://twitter.com/ElGerio,https://www.youtube.com/channel/UCaoz4EL01J7WI21e7pVuanQ,https://www.instagram.com/gerio.cat/,https://t.me/elgerio,,,,2010,2010-01-10,,,ES,"Josep Irla, 31 - Salt - 17190",17190,Girona,local,true,,MARC ESTARRIOLA PRUJÀ,false,false,true,General,,private,false,ES_1176,41.9722318,2.7955294,,,2022-09-06T09:22:36.157Z,2023-01-27T11:11:19.509Z,2022-09-06T09:22:58.469Z,,,web,catalan,"Subsidies (public or private), Advertising",Girona,Cataluña
El Jardí de Sant Gervasi i Sarrià,true,https://diarieljardi.cat/,https://www.facebook.com/diarieljardi/,https://twitter.com/diarieljardi/,,https://www.instagram.com/diarieljardi/,,,,2014,2014,,,,ES,"Bonaplata, 13, 2, Sarrià-Sant Gervasi, 08034 Barcelona",08034,Barcelona,,false,,Premsa Local El Jardí SCCL,,,,,,,false,,41.39717707943344,2.122449854292192,,,2024-01-18T14:43:29.868Z,2024-01-18T14:43:31.054Z,2024-01-18T14:43:31.049Z,,,"web, print",catalan,"Subsidies (public or private), Suscription, membership or payment, Advertising",Barcelona,Cataluña
El Llobregat,true,http://www.elllobregat.com/,https://www.facebook.com/elLlobregat,https://twitter.com/elLlobregat,https://www.youtube.com/elllobregat,https://www.instagram.com/elllobregat,https://www.elllobregat.com/telegram,,,,2005,,,,ES,"Raurich, 62 :: 08830 Sant Boi de Llobregat",08830,Baix Llobregat,local,false,,"Agencia Publicitaria Llobregat, SL",false,false,true,General,,private,false,ES_1200,41.3460038,2.0322459,,,2022-09-06T09:22:13.303Z,2023-01-27T11:11:10.864Z,2022-09-06T09:22:58.469Z,,,"web, print, app","catalan, spanish",Advertising,Barcelona,Cataluña
El Matí Independent de Lleida,false,http://elmatiindependent.com/,,,,,,,,,2014,2014-02-17,,,ES,,,Lleida,local,false,,,,,,,,private,false,ES_1201,41.6177221,0.6200206,,,2022-09-06T09:22:00.506Z,2023-01-27T11:11:20.737Z,2022-09-06T09:22:58.469Z,,,web,catalan,,Lleida,Cataluña
El Mercadal,false,http://www.elmercadal.cat/,https://www.facebook.com/elmercadal.cat/,https://twitter.com/el_mercadal,,,,,,,,,,,ES,"Divina Pastora, 6 - Balaguer, Lleida - 25600",25600,Balaguer,local,true,,JOSEP MARIA CASTELLS BENABARRE,false,false,true,General,,private,false,ES_1203,41.7869108,0.8038755,,,2022-09-06T09:22:01.591Z,2023-01-27T11:11:20.756Z,2022-09-06T09:22:58.469Z,,,web,"catalan, spanish","Subsidies (public or private), Advertising",Lleida,Cataluña
El Meridiano l'Horta,true,http://elmeridiano.es,https://www.facebook.com/meridiano.hortavalencia,https://twitter.com/MeridianoHorta,https://www.youtube.com/channel/UCeKw6XREYWP3y6s061tAHaQ,https://www.instagram.com/elmeridianohorta/,,,,,2013,,,,ES,"Avenida del Puerto, 80, 46023 Valencia",46023,Valencia,local,false,,Silvia Tormo Gimeno,false,false,true,General,,private,false,ES_1204,39.4660596,-0.3539659,,,2022-09-06T09:21:55.193Z,2023-01-27T11:11:28.080Z,2022-09-06T09:22:58.469Z,,,"web, print","catalan, spanish","Subsidies (public or private), Advertising",Valencia/València,Comunitat Valenciana
El Món,true,http://elmon.cat/,https://www.facebook.com/elmondiari,https://twitter.com/mondiari,,,,,,,2014,2014-09-09,,,ES,"Passeig de Gràcia 16, 1er 3ª - 08007 Barcelona",08007,Barcelona,local,true,,"L'EDITORA SINGULAR DIGITAL 2 GR, SL",,,,,,private,false,ES_1208,41.389454,2.1689521,,,2022-09-06T09:22:22.474Z,2024-03-03T19:40:24.656Z,2022-09-06T09:22:58.469Z,,,web,catalan,,Barcelona,Cataluña
El Montònec Digital,true,https://montonec.cat/,https://www.facebook.com/profile.php?id=100055070146680,https://twitter.com/Rev_Montonec,,https://www.instagram.com/montonec.fontrubi,,,,1990,,,,,ES,"Avinguda de Catalunya, 45, 08736 Guardiola de Font-Rubí, Barcelona",08736,Guardiola de Font Rubí,local,false,,Associació Cultural Montònec de Font-Rubí,false,false,,,,private,false,,41.4147346993476,1.650434269975983,,,2024-01-18T14:23:08.797Z,2024-03-13T09:09:54.490Z,2024-01-18T14:23:10.923Z,,,"web, print",catalan,"Suscription, membership or payment, Advertising",Barcelona,Cataluña
El Nacional.cat,true,http://www.elnacional.cat/,https://www.facebook.com/elnacionalcat,https://twitter.com/elnacionalcat,https://www.youtube.com/channel/UCCMOdtHWOft9vDiIF9vvaGQ,https://www.instagram.com/elnacionalcat/,https://t.me/Elnacionalcat,,,,2016,2016-03-06,,,ES,"Numància, 46, 4a A - 08029 Barcelona",08029,Barcelona,local,true,,Grup les Notícies de Catalunya,false,false,true,General,,private,true,ES_1215,41.3831639,2.1393977,,,2022-09-06T09:22:17.503Z,2023-01-27T11:11:10.950Z,2022-09-06T09:22:58.469Z,,,"web, app","spanish, english, catalan","Advertising, Suscription, membership or payment, Subsidies (public or private)",Barcelona,Cataluña
