TITULO,Link
ENDERROCK.CAT,https://www.ojdinteractiva.es/muestra_acta/mitjans-digitals-en-catala/3216/10/2024/
ENDERROCK.CAT - EDR,https://www.ojdinteractiva.es/muestra_acta/mitjans-digitals-en-catala/5250/10/2024/
FIRESCATALANES.CAT,https://www.ojdinteractiva.es/muestra_acta/mitjans-digitals-en-catala/10735/10/2024/
VEUANOIA.CAT,https://www.ojdinteractiva.es/muestra_acta/mitjans-digitals-en-catala/4715/10/2024/
CATALUNYAPRESS.CAT- CATALÀ,https://www.ojdinteractiva.es/muestra_acta/mitjans-digitals-en-catala/5698/10/2024/
ELTEMPS.CAT,https://www.ojdinteractiva.es/muestra_acta/mitjans-digitals-en-catala/9135/10/2024/
CUGAT.CAT,https://www.ojdinteractiva.es/muestra_acta/mitjans-digitals-en-catala/948/10/2024/
LAMANYANA.CAT,https://www.ojdinteractiva.es/muestra_acta/mitjans-digitals-en-catala/5894/10/2024/
TOTRUBI.CAT,https://www.ojdinteractiva.es/muestra_acta/mitjans-digitals-en-catala/8783/10/2024/
REVISTACAMBRILS.CAT,https://www.ojdinteractiva.es/muestra_acta/mitjans-digitals-en-catala/1039/10/2024/
LAPREMSADELBAIX.ES,https://www.ojdinteractiva.es/muestra_acta/mitjans-digitals-en-catala/5140/10/2024/
ELPERIÒDIC.AD,https://www.ojdinteractiva.es/muestra_acta/mitjans-digitals-en-catala/6877/10/2024/
DIARIEDUCACIO.CAT,https://www.ojdinteractiva.es/muestra_acta/mitjans-digitals-en-catala/5238/10/2024/
DIARIEDUCACIO.CAT - DIARIFP.CAT,https://www.ojdinteractiva.es/muestra_acta/mitjans-digitals-en-catala/8851/10/2024/
TOTCERDANYOLA.CAT,https://www.ojdinteractiva.es/muestra_acta/mitjans-digitals-en-catala/8791/10/2024/
ELCARGOL.COM,https://www.ojdinteractiva.es/muestra_acta/mitjans-digitals-en-catala/5734/10/2024/
JUNIOR-REPORT.CAT,https://www.ojdinteractiva.es/muestra_acta/mitjans-digitals-en-catala/10275/10/2024/
VIUREALSPIRINEUS.CAT,https://www.ojdinteractiva.es/muestra_acta/mitjans-digitals-en-catala/5298/10/2024/
VIUMOLINSDEREI.COM,https://www.ojdinteractiva.es/muestra_acta/mitjans-digitals-en-catala/5318/10/2024/
TARRAGONA21.CAT,https://www.ojdinteractiva.es/muestra_acta/mitjans-digitals-en-catala/5874/10/2024/
COMARQUESDEPONENT.COM,https://www.ojdinteractiva.es/muestra_acta/mitjans-digitals-en-catala/6463/10/2024/
LABUSTIA.CAT,https://www.ojdinteractiva.es/muestra_acta/mitjans-digitals-en-catala/8603/10/2024/
LAFURAPENEDES.CAT,https://www.ojdinteractiva.es/muestra_acta/mitjans-digitals-en-catala/2181/10/2024/
LLEIDADIARI.CAT,https://www.ojdinteractiva.es/muestra_acta/mitjans-digitals-en-catala/5864/10/2024/
RADIOCAPITAL.CAT,https://www.ojdinteractiva.es/muestra_acta/mitjans-digitals-en-catala/10547/10/2024/
ANOIADIARI.CAT,https://www.ojdinteractiva.es/muestra_acta/mitjans-digitals-en-catala/1765/10/2024/
MARFANTA.COM,https://www.ojdinteractiva.es/muestra_acta/mitjans-digitals-en-catala/8163/10/2024/
CANAL21EBRE.COM,https://www.ojdinteractiva.es/muestra_acta/mitjans-digitals-en-catala/8171/10/2024/
THENEWBARCELONAPOST.CAT - CATALA,https://www.ojdinteractiva.es/muestra_acta/mitjans-digitals-en-catala/8979/10/2024/
CATALUNYAMAGRADA.CAT - CATALA,https://www.ojdinteractiva.es/muestra_acta/mitjans-digitals-en-catala/8799/10/2024/
INFOANOIA.CAT,https://www.ojdinteractiva.es/muestra_acta/mitjans-digitals-en-catala/5034/10/2024/
TERRITORIS.CAT,https://www.ojdinteractiva.es/muestra_acta/mitjans-digitals-en-catala/7299/10/2024/
LAMIRA.CAT,https://www.ojdinteractiva.es/muestra_acta/mitjans-digitals-en-catala/7991/10/2024/
INFONORD.ES,https://www.ojdinteractiva.es/muestra_acta/mitjans-digitals-en-catala/10163/10/2024/
NOVATARREGA.CAT,https://www.ojdinteractiva.es/muestra_acta/mitjans-digitals-en-catala/7275/10/2024/
GASTRONOMICAMENT.CAT - CATALA,https://www.ojdinteractiva.es/muestra_acta/mitjans-digitals-en-catala/6611/10/2024/
PANXING.NET,https://www.ojdinteractiva.es/muestra_acta/mitjans-digitals-en-catala/5764/10/2024/
BALAGUER.TV,https://www.ojdinteractiva.es/muestra_acta/mitjans-digitals-en-catala/4709/10/2024/
ELCUGATENC.CAT,https://www.ojdinteractiva.es/muestra_acta/mitjans-digitals-en-catala/8627/10/2024/
SAVEU.CAT,https://www.ojdinteractiva.es/muestra_acta/mitjans-digitals-en-catala/5868/10/2024/
CATALUNYAPLURAL.CAT - CATALA,https://www.ojdinteractiva.es/muestra_acta/mitjans-digitals-en-catala/7415/10/2024/
VALENCIADIARI.COM,https://www.ojdinteractiva.es/muestra_acta/mitjans-digitals-en-catala/6434/10/2024/
MOLLERUSSA.TV,https://www.ojdinteractiva.es/muestra_acta/mitjans-digitals-en-catala/5704/10/2024/
INFOCAMP.CAT,https://www.ojdinteractiva.es/muestra_acta/mitjans-digitals-en-catala/5508/10/2024/
RÀDIO CIUTAT DE TARRAGONA,https://www.ojdinteractiva.es/muestra_acta/mitjans-digitals-en-catala/8503/10/2024/
PIRINEUSTV.CAT,https://www.ojdinteractiva.es/muestra_acta/mitjans-digitals-en-catala/10979/10/2024/
UEPMALLORCA.APP,https://www.ojdinteractiva.es/muestra_acta/mitjans-digitals-en-catala/10391/10/2024/
ELSOLLER.CAT,https://www.ojdinteractiva.es/muestra_acta/mitjans-digitals-en-catala/5790/10/2024/
JORNAL.CAT,https://www.ojdinteractiva.es/muestra_acta/mitjans-digitals-en-catala/10271/10/2024/
PIRINEUSDIGITAL.CAT,https://www.ojdinteractiva.es/muestra_acta/mitjans-digitals-en-catala/10415/10/2024/
TDBACTUALITAT.CAT,https://www.ojdinteractiva.es/muestra_acta/mitjans-digitals-en-catala/8103/10/2024/
ALDIA.CAT,https://www.ojdinteractiva.es/muestra_acta/mitjans-digitals-en-catala/3046/10/2024/
EXPRESDESANTANDREU.CAT,https://www.ojdinteractiva.es/muestra_acta/mitjans-digitals-en-catala/6963/10/2024/
VALORS.ORG,https://www.ojdinteractiva.es/muestra_acta/mitjans-digitals-en-catala/7063/10/2024/
AMICFICCIONS.CAT,https://www.ojdinteractiva.es/muestra_acta/mitjans-digitals-en-catala/10535/10/2024/
COMARQUESNORD.CAT,https://www.ojdinteractiva.es/muestra_acta/mitjans-digitals-en-catala/1076/10/2024/
TARREGA.TV,https://www.ojdinteractiva.es/muestra_acta/mitjans-digitals-en-catala/5706/10/2024/
MESEBRE.CAT,https://www.ojdinteractiva.es/muestra_acta/mitjans-digitals-en-catala/6204/10/2024/
LAGUIADEREUS.COM,https://www.ojdinteractiva.es/muestra_acta/mitjans-digitals-en-catala/5760/10/2024/
PLAURGELLTV.CAT,https://www.ojdinteractiva.es/muestra_acta/mitjans-digitals-en-catala/6360/10/2024/
RUBITV.CAT,https://www.ojdinteractiva.es/muestra_acta/mitjans-digitals-en-catala/5598/10/2024/
LESVEGUERIES.CAT,https://www.ojdinteractiva.es/muestra_acta/mitjans-digitals-en-catala/10095/10/2024/
MANRESADIARI.CAT,https://www.ojdinteractiva.es/muestra_acta/mitjans-digitals-en-catala/2764/10/2024/
ELCAFEDEPIPA.COM,https://www.ojdinteractiva.es/muestra_acta/mitjans-digitals-en-catala/7035/10/2024/
FIRESIFESTES.ES - CATALÀ,https://www.ojdinteractiva.es/muestra_acta/mitjans-digitals-en-catala/6432/10/2024/
BELLATERRADIARI.CAT,https://www.ojdinteractiva.es/muestra_acta/mitjans-digitals-en-catala/806/10/2024/
AMIC,https://www.ojdinteractiva.es/muestra_acta/mitjans-digitals-en-catala/1060/10/2024/
MESOSONA.CAT,https://www.ojdinteractiva.es/muestra_acta/mitjans-digitals-en-catala/1038/10/2024/
ONABAGES.CAT,https://www.ojdinteractiva.es/muestra_acta/mitjans-digitals-en-catala/5848/10/2024/
GARRIGUESTV.CAT,https://www.ojdinteractiva.es/muestra_acta/mitjans-digitals-en-catala/6424/10/2024/
INDICADORDEECONOMIA.COM,https://www.ojdinteractiva.es/muestra_acta/mitjans-digitals-en-catala/7971/10/2024/
DIARISANITAT.CAT,https://www.ojdinteractiva.es/muestra_acta/mitjans-digitals-en-catala/6006/10/2024/
FOSBURY.CAT,https://www.ojdinteractiva.es/muestra_acta/mitjans-digitals-en-catala/5500/10/2024/
LACONCA51.CAT,https://www.ojdinteractiva.es/muestra_acta/mitjans-digitals-en-catala/7947/10/2024/
SEGARRATV.CAT,https://www.ojdinteractiva.es/muestra_acta/mitjans-digitals-en-catala/6364/10/2024/
NOTICIESTGN.CAT,https://www.ojdinteractiva.es/muestra_acta/mitjans-digitals-en-catala/3186/10/2024/
SEGRIATV.CAT,https://www.ojdinteractiva.es/muestra_acta/mitjans-digitals-en-catala/6358/10/2024/
RADIOVALIRA.AD,https://www.ojdinteractiva.es/muestra_acta/mitjans-digitals-en-catala/10975/10/2024/
NOGUERATV.CAT,https://www.ojdinteractiva.es/muestra_acta/mitjans-digitals-en-catala/6354/10/2024/
EBREEXPERIENCE.COM,https://www.ojdinteractiva.es/muestra_acta/mitjans-digitals-en-catala/10199/10/2024/
BAIX CAMP RADIO,https://www.ojdinteractiva.es/muestra_acta/mitjans-digitals-en-catala/8543/10/2024/
DIARITREBALL.CAT,https://www.ojdinteractiva.es/muestra_acta/mitjans-digitals-en-catala/5714/10/2024/
URGELLTV.CAT,https://www.ojdinteractiva.es/muestra_acta/mitjans-digitals-en-catala/6356/10/2024/
21RADIO.CAT,https://www.ojdinteractiva.es/muestra_acta/mitjans-digitals-en-catala/10851/10/2024/
AUE.CAT,https://www.ojdinteractiva.es/muestra_acta/mitjans-digitals-en-catala/6362/10/2024/
FEMBASE.CAT,https://www.ojdinteractiva.es/muestra_acta/mitjans-digitals-en-catala/9415/10/2024/
AMICIB.MEDIA,https://www.ojdinteractiva.es/muestra_acta/mitjans-digitals-en-catala/10531/10/2024/
