media,area_of_influence,ojd,CCAA,PROV,AREA,platform,PGD,distribution,Origin,media_iber,active_iber,url_iber,address_iber,zipcode_iber,lat_iber,lng_iber,platform_iber,province_iber,CCAA_iber
somgranollers,Vallès Oriental,,CAT,BCN,V.OR,papel,Mitjans amb PGD,"Vallès Oriental: Granollers (especialment), Canovelles, Cardedeu, La Roca i Les Franqueses. Menys intensivament: la Garriga i Caldes de Montbui",AMIC,,,,,,,,,,
somlallagosta,Vallès Oriental,,CAT,BCN,V.OR,papel,Mitjans amb PGD,Vallès Oriental: La Llagosta,AMIC,,,,,,,,,,
somlesfranqueses,Vallès Oriental,,CAT,BCN,V.OR,papel,Mitjans amb PGD,Vallès Oriental: Les Franqueses,AMIC,,,,,,,,,,
sommartorelles,Vallès Oriental,,CAT,BCN,V.OR,papel,Mitjans amb PGD,Vallès Oriental: Les Franqueses,AMIC,,,,,,,,,,
sommollet,Vallès Oriental,,CAT,BCN,V.OR,papel,Mitjans amb PGD,"Vallès Oriental: Mollet del Vallès, Palau-Solità i Plegamans, La Llagosta, Martorelles, Sant Fost de Campsentelles, Santa Perpètua de Mogoda, Parets, Granollers, Montornés i Montmeló.",AMIC,,,,,,,,,,
sommontornès,Vallès Oriental,,CAT,BCN,V.OR,papel,Mitjans amb PGD,Vallès Oriental: Montornès del Vallès,AMIC,,,,,,,,,,
somparets,Vallès Oriental,,CAT,BCN,V.OR,papel,Mitjans amb PGD,Vallès Oriental: Parets del Vallès,AMIC,,,,,,,,,,
torredembarra actualitat,Tarragonès,,CAT,TGN,C.TGN,papel,Mitjans amb PGD,"Tarragonès: Torredembarra, Altafulla, Creixell, Roda de Berà, La Pobla de Montornès, La Nou de Gaià, La Riera de Gaià, Salomó i Tarragona (zona nord)",AMIC,,,,,,,,,,
anoiamagazín,Anoia,,CAT,BCN,CC,papel,NO PGD,"Anoia: Igualada, Vilanova del Camí, Sta. Margarida de Montbui, Òdena, La Pobla de Claramunt, Capellades, Vallbona, Piera, El Bruc, Castellolí, Jorba, Els Prats de Rei, Calaf, La Llacuna, La Torre.",AMIC,,,,,,,,,,
apunt menorca,Menorca,,IB,ME,,papel,NO PGD,DEMANO,AMIC,,,,,,,,,,
bellaterra diari,Vallès Occidental,,CAT,BCN,V.OC,papel,NO PGD,"Bellaterra, Cerdanyola del Vallès, Sant Cugat del Vallès, Sant Quirze i Sabadell",AMIC,,,,,,,,,,
bondia,Andorra,,AD,,,papel,NO PGD,Andorra,AMIC,,,,,,,,,,
calderí,Vallès Oriental,,CAT,BCN,V.OR,papel,NO PGD,Vallès Oriental: Caldes de Montbui,AMIC,,,,,,,,,,
ciutadella de franc,Menorca,,IB,ME,,papel,NO PGD,Menorca: Ciutadella,AMIC,,,,,,,,,,
cultura i paisatge a la ruta del císter,"Tarragona, Barcelona i Lleida",,CAT,TGN,C.TGN,papel,NO PGD,"Tarragona, Barcelona i Lleida",AMIC,,,,,,,,,,
el mònic,Tarragona,,CAT,TGN,C.TGN,papel,NO PGD,"Tarragonès: Torredembarra (centre) -  Barris> Baix a Mar i Clarà - Urbanitzacions> Sant Jordi, Els Munts, i Marítimes. Altafulla, Creixell, La Nou de Gaià, La Pobla de Montornès, La Riera de Gaià i Roda de Berà.",AMIC,,,,,,,,,,
7 dies actualitat de benicarló,Baix Maestrat,,PV,CAST,,papel,,"Baix Maestrat: Benicarló, Vinaròs, Peñíscola i ocasionalment pobles del voltant (nord Castelló i sud Tarragona)",AMIC,,,,,,,,,,
7 dies actualitat de vinaròs,Baix Maestrat,,PV,CAST,,papel,,"Baix Maestrat: Vinaròs, Benicarló, Peñíscola i ocasionalment pobles del voltant (nord Castelló i sud Tarragona)",AMIC,,,,,,,,,,
buris-ana,Comunitat Valenciana,,PV,CAST,,papel,,,AMIC,,,,,,,,,,
ciutat de carlet,Ribera Alta ,,PV,VAL,,papel,Mitjans amb PGD,Ribera Alta: Carlet.,AMIC,,,,,,,,,,
la opinión de torrent,València,,PV,VAL,,papel,Mitjans amb PGD,València: Localitat de Torrent exclusivament,AMIC,,,,,,,,,,
èxit vallès,Vallès Occidental,,CAT,BCN,V.OC,papel,NO PGD,Vallès Occidental: Sabadell,AMIC,,,,,,,,,,
flash deco sant cugat,Vallès Occidental,,CAT,BCN,V.OC,papel,NO PGD,Vallès Occidental: Sant Cugat ,AMIC,,,,,,,,,,
iluro,Maresme,,CAT,BCN,AMB,papel,NO PGD,Maresme: Mataró.,AMIC,,,,,,,,,,
info calafell,Baix Penedès,,CAT,TGN,C.TGN,papel,NO PGD,"Baix Penedès: Calafell (poble i platja), Segur de Calafell, Cunit (zona comercial).",AMIC,,,,,,,,,,
info roda,Baix Gaià,,CAT,TGN,C.TGN,papel,NO PGD,"Baix Gaià: Roda de Berà, Bonastre, Creixell (zona comercial)",AMIC,,,,,,,,,,
la positiva,Barcelonès,,CAT,BCN,AMB,papel,NO PGD,Barcelonès: Barcelona ciutat,AMIC,,,,,,,,,,
la rella,"Lluçanès, Osona, Bages i Berguedà",,CAT,BCN,CC,papel,NO PGD,"Merlès, Prats de Lluçanès, Sant Feliu Sasserra, Oristà, La Torre, Santa Creu de Jutglars, Sant Martí d'Albars, Santa Eulàlia de Puig-oriol, Lluçà, Alpens, Sant Agustí de Lluçanès, Sant Boi de Lluçanès, Sobremunt, Perafita, Sant Bartomeu del Grau, Sant Quirze de Besora, Avinyò",AMIC,,,,,,,,,,
la veu d'alginet,Ribera Alta,,PV,VAL,,papel,Mitjans amb PGD,Ribera Alta: Alginet,AMIC,,,,,,,,,,
les mesures del pirineu,Alt Urgell i Cerdanya,,CAT,LL,PIRI,papel,NO PGD,"Alt Urgell: La Seu d'Urgell, Castellciutat (Seu Urgell), Montferrer i Castellbò, Aravell (Montferrer i Castellbò), Ribera d'Urgellet, Organyà, Coll de Nargó i Oliana. Cerdanya: Bellver, Martinet i Prullans.",AMIC,,,,,,,,,,
l'ham,"Pla de l'Estany, Garrotxa",,CAT,GI,,papel,NO PGD,"Pla de l'Estany: Banyoles, Camós, Cornellà del Terri, Palol de Revardit, Porqueres, Sant Miquel de Campmajor, Serinyà, Vilademuls. Garrotxa: Besalú i Mieres.",AMIC,,,,,,,,,,
l’informatiu de palau-solità i plegamans,Vallès Oriental,,CAT,BCN,V.OR,papel,NO PGD,"Vallès Oriental: Palau-Solità i Plegamans, Caldes de Montbui, Sentmenat, Polinyà i Santa Perpètua.",AMIC,,,,,,,,,,
l'opinió l'hospitalet i baix llobregat,L'Hospitalet de Llobregat i Baix Llobregat,,CAT,BCN,AMB,papel,NO PGD,"Baix Llobregat: Begues, Castelldefels, Gavà, Viladecans, El Prat de Llobregat, Cornellà de Llobregat, Esplugues de Llobregat, Sant Just Desvern, Sant Joan Despí, Sant Feliu de Llobregat, Molins de Rei, Sant Boi de Llobregat, Torrelles de Llobregat, Sant Vicenç dels Horts, La Palma de Cervelló, Corbera de llobregat, Vallirana, Cervelló , Pallejà, Sant Andreu de la Barca i Martorell",AMIC,,,,,,,,,,
magazine lleida,Segrià,,CAT,LL,C.PONENT,papel,NO PGD,Segrià: Lleida ,AMIC,,,,,,,,,,
notícies del matarranya,"Matarranya, Baix Aragó, Els Ports i Terra Alta",,ARA,,,papel,NO PGD,"Matarranya: Arenys de Lledó, Beseit, Calaceit, Cretes, Fondespatla, Fórnols de Matarranya, La Freixneda, Lledó d'Algars, Massalió, Mont-roig de Tastavins, Pena-roja, La Portellada,  Ràfels, Torredarques, La Torre del Comte, La Vall de Tormo, Vall-de-roures i Valljunquera. Baix Aragó: Alcanyís. Els Ports: Morella. Terra Alta: Arnes i Horta de Sant Joan.",AMIC,,,,,,,,,,
nua,Menorca,,IB,MEM,,papel,NO PGD,"Menorca: Ciutadella, Ferreries, Es Mercadal, Es migjorn Gran, Alaior, Maó, Sant Lluís",AMIC,,,,,,,,,,
paral·lel oh!,Barcelonès,,CAT,BCN,AMB,papel,NO PGD,Barcelonès: Barcelona.,AMIC,,,,,,,,,,
"reclam la garrotxa""el 29""",Garrotxa ,,CAT,GI,,papel,NO PGD,"LES PLANES D'HOSTOLES - ST.FELIU DE PALLEROLS - ST.ESTEVE D'EN BAS- LES PRESES - OLOT - ST.JOAN LES FONTS-LA CANYA, CASTELLFOLLIT DE LA ROCA - ST.JAUME DE LLIERCA - BESALÚ",AMIC,,,,,,,,,,
respira comerç,El Ripollès,,CAT,GI,,papel,NO PGD,"Ripoll, Vallfogona de Ripollès, Sant Joan de les Abadesses, Ogassa, Sant Pau de Segúries, Camprodon, Molló, Llanars, Setcases, Campdevànol, Gombrèn, Campelles, Ribes de Freser, Queralbs, Campelles, Pardines, Planoles, Toses, les Llosses",AMIC,,,,,,,,,,
revista badalona 2000,Barcelonès,,CAT,BCN,AMB,papel,NO PGD,Barcelonès: Badalona.,AMIC,,,,,,,,,,
revista de vic,Osona,,CAT,BCN,CC,papel,NO PGD,Osona: Vic i rodalies.,AMIC,,,,,,,,,,
revista la ciutat,Tarragonès i Baix Camp,,CAT,TGN,C.TGN,papel,NO PGD,"Tarragonès: Tarragona, Reus, Salou i Vilaseca. Baix Camp: Cambrils",AMIC,,,,,,,,,,
revista mira'm,Alt Empordà i sud de França,,CAT,GI,,papel,NO PGD,"Alt Empordà: FALTA Reparteix tota la comarca. Sud França: El Pertús, Le Boulou i Perpinya.",AMIC,,,,,,,,,,
revista útil,Menorca,,IB,MEN,,papel,NO PGD,"Menora: Maó, Ciutadella, Alaior, Es Castell, Sant Lluís, Ferreries, Sant Climent, Es Migjorn i Es Mercadal",AMIC,,,,,,,,,,
somiatruites,Illes Balears,,IB,MEN,,papel,NO PGD,Menorca,AMIC,,,,,,,,,,
territoris magazine,"Segrià, Pla d'Urgell, Noguera, Segarra i Urgell",,CAT,LL,C.PONENT,papel,NO PGD,"Segrià: Lleida (ciutat), Garrigues: Les Borges Blanques, Pla d'Urgell: Mollerussa, Noguera: Balaguer, Segarra: Cervera i Urgell: Tàrrega",AMIC,,,,,,,,,,
tot caldes de montbui,Vallès Oriental i Vallès Occidental,,CAT,BCN,V.OR,papel,NO PGD,"Vallès Oriental: Caldes de Montbui i rodalies, Sant Feliu de Codines. Vallès Occidental: Palau de Plegamans, Santa Perpètua de la Moguda i Setmenat.",AMIC,,,,,,,,,,
tot .... i més,Barcelonès i Maresme,,CAT,BCN,AMB,papel,NO PGD,Barcelonès: Badalona. Maresme: Tiana i Montgat.,AMIC,,,,,,,,,,
tothosap! garraf,Garraf,,CAT,BCN,PENEDÈS,papel,NO PGD,Garraf: totes les poblacions (demano),AMIC,,,,,,,,,,
tot molins,Baix Llobregat,,CAT,BCN,AMB,papel,NO PGD,"Baix Llobregat: Molins de Rei, Vallirana, Cervelló i Pallejà",AMIC,,,,,,,,,,
tot osona,"Osona, Ripollès, Garrotxa",,CAT,BCN,CC,papel,NO PGD,"Garrotxa: Olot (demano poblacions altres comarques => Balenyà, Calldetenes, Centelles, Espinelves, L'Esquirol, Folgueroles, Gurb, Malla, Manlleu, Masies de Roda, Masies de Voltregà, Montesquiu, Muntanyola, Olost, Orís, Perafita, Prats de Lluçanès, Ripoll, Roda de Ter, Rupit i Pruit,Sant Bartomeu del Grau, Sant Boi de Lluçanès, Sant Hipòlit de Voltregà, Sant Julià de Vilatorta, Sant Pere de Torelló, Sant Quirze de Besora, Sant Sadurní d'Osormort, Sant Vicenç de Torelló, Santa Eugènia de Berga, Santa Eulàlia de Riuprimer, Santa Maria de Besora, Seva, Sora, Taradell, Tavèrnoles, Tona, Torelló, Vic, Viladrau, Vilanova de Sau",AMIC,,,,,,,,,,
"tot temàtic (tot casa, tot salut i tot gastro)",Vallès Occidental,,CAT,BCN,V.OC,papel,NO PGD,"Vallès Occidental: Sant Cugat del Vallès, Rubí, Cerdanyola, Terrassa i Sabadell",AMIC,,,,,,,,,,
zona sec,Barcelonès,,CAT,BCN,AMB,papel,NO PGD,Barcelonès: Barcelona_ Barri del Poble-Sec,AMIC,,,,,,,,,,
l'alcudia 752,Ribera Alta (València),,PV,VAL,,papel,Mitjans amb PGD,Ribera Alta (València): L'Alcudia.,AMIC,,,,,,,,,,
el nostre bocairent,Comunitat Valenciana,,PV,VAL,,papel,NO PGD,Bocairent,AMIC,,,,,,,,,,
7setmanari de llevat,Comarca Llevant,,IB,MALL,,papel,,"TODA LA COMARCA DE MANACOR, PORTO CRISTO,SON CARRIO, SILLOT, SA COMA, SON MACIA , SAN LORENZO, SON SERVERA , CALAS DE MALLORCA Y CALA MILLOR ",AMIC,,,,,,,,,,
"al portal, veus de l'aguer",Sardenya,,SARDENYA,SARDENYA,SARDENYA_L'Alguer,papel,,Sardenya: L'Alguer,AMIC,,,,,,,,,,
el nostre oliva,Comunitat Valenciana _ La Safor,,PV,VAL,,papel,NO PGD,Oliva,AMIC,,,,,,,,,,
cala millor 7,Illes Balears,,IB,MALL,,papel,,demano,AMIC,,,,,,,,,,
la veu d'algemesí,Ribera del Xúquer,,PV,VAL,,papel,NO PGD,Ribera del Xúquer: Algemesí,AMIC,,,,,,,,,,
"camacuc, revista per xiquets i xiquetes",Païssos Catalans,,PV,,,papel,,demano,AMIC,,,,,,,,,,
cent per cent,Mallorca,,IB,MALL,,papel,,"Manacor, Porto Cristo, Sant Llorenç, Son Carrió, Vilafranca, Petra i Sant Joan",AMIC,,,,,,,,,,
d ferreries,Menorca,,IB,MEN,,papel,,Menorca,AMIC,,,,,,,,,,
diari ara,Catalunya,,CAT,,,papel,,,AMIC,,,,,,,,,,
diari menorca,Menorca,,CAT,,,papel,,,AMIC,,,,,,,,,,
dona secret,DEMANO,,AD,,,papel,,DEMANO,AMIC,,,,,,,,,,
el 9 nou osona i el ripolles,Osona i Ripollès,,CAT,BCN,CC,papel,,no informació fitxa,AMIC,,,,,,,,,,
el 9 nou vallès oriental,Vallès Oriental,,CAT,BCN,V.OR,papel,,no informació fitxa,AMIC,,,,,,,,,,
el breny,Bages,,CAT,BCN,CC,papel,,Bages: Sant Vicenç de Castellet,AMIC,,,,,,,,,,
el gratis,,,PV,AL,,papel,,"Alcoià, Comtat, Vall d'Albaida, La Safor, La Costera, Les Marines i Alt Vinalopó",AMIC,,,,,,,,,,
el iris,Menorca,,IB,MEN,,papel,,"Ciutadella, Ferreries, Es Mercadal, Es Migjorn Gran, Fornells, Alaior, Maó, Sant Lluís i Es Castell",AMIC,,,,,,,,,,
el nostre ciutat,Comunitat Valenciana _ Alacant,,PV,AL,,papel,,"Alcoi, Cocentaina, Muro de Alcoy, Onil, Castalla, Ibi, Agres, Alicante, Banyeres de Mariola",AMIC,,,,,,,,,,
el periòdic d'andorra,"Principat, Cerdanya, l'Alt Urgell i els Pallars ",,AD,,,papel,,"mail 7/10/15 demano población i Arnau respon: Doncs imagino que tots els pobles que tenen llocs on venen diaris, però ja miro que em passin la llista. Pensa que anem junts amb EL Periódico i per tant és a tot arreu on es venen diaris ja que és el que té més difusió.",AMIC,,,,,,,,,,
el periòdic d'ontinyent,Comarca del Valle de Albaida,,PV,VAL,,papel,,"Comarca del Valle de Albaida: Ontinyent, Agullent, Albaida, Bocairent",AMIC,,,,,,,,,,
el saò,País Valencià,,PV,,,papel,,Tota la Comunitat Valenciana,AMIC,,,,,,,,,,
escaparate,Comunitat Valenciana,,PV,AL,,papel,,"Foia de Castalla: Ibi, Castalla, Onil, Tibi i Biar",AMIC,,,,,,,,,,
estil,Ribera Baixa,,PV,VAL,,papel,,"Ribera Baixa: Sueca, El Perelló i Mareny de Barraquetes",AMIC,,,,,,,,,,
la semaine du roussillon,Pirineus Orientals,,CAT,,,papel,,250 punts distribució Pirineus Orientals,AMIC,,,,,,,,,,
la traca,Comunitat Valenciana,,PV,,,papel,,,AMIC,,,,,,,,,,
la veu de l'anoia _ info preu 1/2 diba,,,,,,papel,,,AMIC,,,,,,,,,,
"las bandas periòdic de la música, les músiques i la cultura popular _ (pv)",Comunitat Valenciana,,PV,,,papel,,Totes de la Comunitat Valenciana,AMIC,,,,,,,,,,
l'eco de sitges,Garraf ,,CAT,BCN,,papel,,Garraf: Sitges i Sant Pere de Ribes,AMIC,,,,,,,,,,
loclar,València,,PV,VAL,,papel,,"València: Vall d'Albaida => Ontinyent, Bocairent i Agullent",AMIC,,,,,,,,,,
l'estel,Palma de Mallorca,,CAT,MALL,,papel,,Balears,AMIC,,,,,,,,,,
magazín la mira,no info fitxa,,CAT,,,papel,,no info fitxa,AMIC,,,,,,,,,,
manacor comarcal,Palma de Mallorca,,IB,MALL,,papel,,Palma de Mallorca: Manacor (demano punts de venda per saber si arriba a més llocs),AMIC,,,,,,,,,,
mel i sucre,Mallorca,,IB,MALL,,papel,,Mallorca: Sant Joan,AMIC,,,,,,,,,,
mil dimonis,Perpinyà,,CAT,,,papel,,Perpinyà,AMIC,,,,,,,,,,
món sant cugat,Vallès Occidental,,CAT,BCN,V.OC,papel,,Vallès Occidental: Sant Cugat del Vallès.,AMIC,,,,,,,,,,
penedès econòmic,Alt Penedès,,CAT,BCN,PENEDÈS,papel,,Alt Penedès: ¿¿??,AMIC,,,,,,,,,,
periódico de ibiza y formentera,Eivissa i Formentera,,IB,EIV,,papel,,Illes Balears: Eivissa i Formentera,AMIC,,,,,,,,,,
portada.info,Comunitat Valenciana,,PV,AL,,papel,,"Comunitat Valenciana: Villena, Canyada, Biar, Camp de Mirra i Beneixama",AMIC,,,,,,,,,,
punt informatiu pollença,Palma de Mallorca,,IB,MALL,,papel,,Palma de Mallorca: Pollença,AMIC,,,,,,,,,,
revista poble (pv),Comarca Plana Baixa de Castelló,,PV,CAST,,papel,,Comarca Plana Baixa de Castelló: Vila-Real (ciutat) i a la Comarca Plana Baixa de Castelló,AMIC,,,,,,,,,,
s'altra música,Illes Balears,,IB,MALL,,papel,,demano,AMIC,,,,,,,,,,
sa plaça,Nord de Mallorca,,IB,MALL,,papel,,"Mallorca: Alaró, Alcúdia, Binisalem, Búger, Campanet, Consell, Costitx, Inca Lloret de Vistalegre, Lloseta, Llubí, Manacor de la Vall, Maria de la Salut, Muro, Pollença, Sa Pobla, Santa Margalida, Serva i Sineu.",AMIC,,,,,,,,,,
setmanari informació comarcal notícies,"Els Ports, Maestrat, Plana de Castello",,PV,CAST,,papel,,demano,AMIC,,,,,,,,,,
setmanari sóller,Mallorca,,IB,MALL,,papel,,Mallorca,AMIC,,,,,,,,,,
semanario valle de elda,Alacant,,PV,AL,,papel,,Alacant: Elda i Petrer,AMIC,,,,,,,,,,
suheca,Ribera Baixa,,PV,VAL,,papel,,"Ribera Baixa: Sueca, El Perelló i Mareny de Barraquetes",AMIC,,,,,,,,,,
top girona,Gironés,,CAT,GI,,papel,,Demarcació de Girona,AMIC,,,,,,,,,,
tucomarca.com,València,,PV,VAL,,papel,,"València: Alborache, Buñol, Cheste, Chiva, Cortes de Pallás, Dos Aguas, Godelleta, Millares, Macastre, Siete Aguas, Turis i Yátova",AMIC,,,,,,,,,,
vallespir,Catalunya Nord,,CAT,CATNORD,VALLESPIR,papel,,,AMIC,,,,,,,,,,
,,,,,,,,,,243 cat,False,243cat.wordpress.com,,,41.3873974,2.168568,web,Barcelona,CAT
,,,,,,,,,,25 televisió,True,25televisio.com,Avenida Diagonal 441 - 4t A - 08036 Barcelona',8036.0,41.3936619,2.1495211,"tv, web",Barcelona,CAT
,,,,,,,,,,40 putes,False,40putes.com,,,39.6952629,3.0175712,web,Illes Balears,IB
,,,,,,,,,,50x7,False,50x7.com,,,41.3873974,2.168568,web,Barcelona,CAT
,,,,,,,,,,772 el diari digital de castellbisbal,True,772.cat,"Jacint Verdaguer, 11, local 2 - 08755 CASTELLBISBAL, Barcelona",8755.0,41.4719619,1.9807879,web,Barcelona,CAT
,,,,,,,,,,7 dies vallès,False,7diesvalles.com,"Avenida Sant Esteve, 83 local 5 - 08211 Castellar del Vallès",8211.0,41.6162814,2.0918807,web,Barcelona,CAT
,,,,,,,,,,7deràdio,True,7deradio.cat,,,41.3873974,2.168568,web,Barcelona,CAT
,,,,,,,,,,777 comunica,False,setsetset.cat,Francesc Macià 66 - 08292 - Esparreguera,8292.0,41.5392648,1.8669245,"web, print",Barcelona,CAT
,,,,,,,,,,8 tv,True,8tv.cat,"Avenida Diagonal, 477, 16a planta, 08036 Barcelona",8036.0,41.3925658,2.1458302,"web, app, tv",Barcelona,CAT
,,,,,,,,,,9 exili,False,9exili.com,,,39.4699075,-0.3762881,web,Valencia/València,PV
,,,,,,,,,,9 magazine,True,9magazin.el9nou.cat,"Plaça de la Catedral, 2. Vic.",8500.0,41.9280192,2.2546755,"web, tv, print, radio",Barcelona,CAT
,,,,,,,,,,acel obert,True,acelobert.com,"Industria, 137-141, entl. 1a, esc. esq. - Barcelona 08025",8025.0,41.4083076,2.1720423,"app, print, web, radio",Barcelona,CAT
,,,,,,,,,,actualitat penal,True,actualitatpenal.cat,Tarragona - 43002,43002.0,41.1195195,1.2518029,web,Tarragona,CAT
,,,,,,,,,,actualitat valenciana,True,actualitatvalenciana.com,Centro de Negocios Puerta del Sol - Carrer Ruiz Zorrilla 2 - 12001 Castelló de la Plana,12001.0,39.9848572,-0.0394898,web,Castellón/Castelló,PV
,,,,,,,,,,agència catalana de notícies,True,acn.cat,"Av. Josep Tarradellas, 20, Planta 2, 08029 Barcelona",8029.0,41.3827793,2.1427356,"web, app",Barcelona,CAT
,,,,,,,,,,agencia efe,True,efe.com,"Avenida de Burgos, 8-B - 28036 Madrid.",28036.0,40.4736123,-3.6748501,"app, web",Madrid,MAD
,,,,,,,,,,agrocultura,True,agrocultura.org,"Avenida Universitària, 4-6 08242-Manresa.",8242.0,41.7365163,1.8253292,"print, web",Barcelona,CAT
,,,,,,,,,,aguaita,True,aguaita.cat,"Passeig de Gràcia, 26, 4t (08007 Barcelona)",8007.0,41.3903717,2.1679521,web,Tarragona,CAT
,,,,,,,,,,aixoes mallorca,False,aixoesmallorca.com,,,39.6952629,3.0175712,web,Illes Balears,IB
,,,,,,,,,,alacant extra,True,alacantextra.com,"Gaspar Torrella, 1, pta. 19 - Valencia - 46017",46017.0,39.4536311,-0.3928259,web,Alicante/Alacant,PV
,,,,,,,,,,aldia.cat,True,aldia.cat,"Paseo de la Castellana, 210 - Madrid",28046.0,40.4632631,-3.6889552,web,Barcelona,CAT
,,,,,,,,,,alicante plaza,True,alicanteplaza.es," Roger de Lauria, 19 4 A - Valencia 46002",46002.0,39.4694281,-0.3732906,"web, app",Alicante/Alacant,PV
,,,,,,,,,,alpicat ràdio,True,alpicatradio.com,"Farraginals 1, d'Alpicat (Lleida).",25110.0,41.6662463,0.5576455,"radio, web, app",Lleida,CAT
,,,,,,,,,,altafulla ràdio,True,altafullaradio.cat,"Marquès de Tamarit, 16. Baixos, local E - 43893 Altafulla, Tarragona",43893.0,41.1398,1.37474,"web, app, print, radio",Tarragona,CAT
,,,,,,,,,,altanto!!,False,altanto.cat,"Travessia Sant Bartomeu, 2 Esc3 1 3 - 25110 Alpicat - Lleida",25110.0,41.668521,0.55438,web,Lleida,CAT
,,,,,,,,,,alzira ràdio,True,alziraradio.com,"Escoles Pies 4, 2n pis.",46600.0,39.1507662,-0.4361536,"radio, web",Valencia/València,PV
,,,,,,,,,,amposta ràdio,True,amposta.cat,Palau i Quer (Exterior de l'edifici del Mercat Municipal) - 43870 Amposta,43870.0,40.7067997,0.5801695,"print, web, radio",Tarragona,CAT
,,,,,,,,,,antena aldaia,True,antenaaldaia.com,,46960.0,39.4595217,-0.4927134,"app, radio, web",Valencia/València,PV
,,,,,,,,,,antena caro,True,antenacaro.cat,"Urbanització Torre de Gil, Centre Cívic, Roquetes",43520.0,40.8198735,0.5009781,"radio, print, web",Tarragona,CAT
,,,,,,,,,,antena catalana,False,antenacatalana.net,,,41.3873974,2.168568,web,Barcelona,CAT
,,,,,,,,,,à punt,True,apuntmedia.es,"Ctra. del Polígon d'accés a Ademús, s/n. 46100 Burjassot - Valencia",46100.0,39.4782096,-0.3905457,"app, web, tv, radio",Valencia/València,PV
,,,,,,,,,,ara granollers,False,aragranollers.cat,"Rambla Pompeu Fabra, 32 - 08100 Mollet del Vallès (Barcelona)",8100.0,41.540286,2.2187857,"web, print",Barcelona,CAT
,,,,,,,,,,ara vallès,False,aravalles.cat,"Rambla Pompeu Fabra, 32 - 08100 Mollet del Vallès (Barcelona)",8100.0,41.540286,2.2187857,"print, web",Barcelona,CAT
,,,,,,,,,,audiovisual cabrera,True,audiovisualcabrera.net,"Camí de Can Segarra, 40 - (Can Bartomeu) - 08349 Cabrera de Mar",8349.0,41.5310081,2.3912172,"radio, tv, web",Barcelona,CAT
,,,,,,,,,,avenç el palau,True,avensdelpalau.cat,"Sant Josep , 1 - El Palau d'Anglesola - El Pla d'Urgell",25243.0,41.6516556,0.880828,"print, web",Lleida,CAT
,,,,,,,,,,badalona comunicació,True,bdncom.cat,"Sant Agustí 11, 08915 Badalona (Barcelona)",8915.0,41.4591172,2.2493867,"app, tv, web",Barcelona,CAT
,,,,,,,,,,badanotis,False,badanotis.com,,,41.446964,2.2449607,web,Barcelona,CAT
,,,,,,,,,,banyoles tv,True,banyolestv.cat,"Concòrdia Aigües de l'Estany, 30, 17.820 BANYOLES (Girona)",17820.0,42.1133284,2.7773784,"web, tv",Girona,CAT
,,,,,,,,,,barcelona digital radio,False,digitalradio.cat,"Consell de Cent 38-40, Barcelona",8014.0,41.3765337,2.1460882,web,Barcelona,CAT
,,,,,,,,,,barcelona metròpolis,True,barcelona.cat,08014 Barcelona,8014.0,41.3751275,2.1388864,"web, print",Barcelona,CAT
,,,,,,,,,,belltall,False,belltall.net,,,41.5250051,1.2025207,web,Tarragona,CAT
,,,,,,,,,,benegre,False,benegre.cat,,,,,web,ES Unknown,
,,,,,,,,,,berguedà actual,False,bergactual.com,Apartat de correus número 69 – 08600 BERGA,8600.0,42.1000658,1.842675,web,Barcelona,CAT
,,,,,,,,,,betera.com,True,betera.com,,46117.0,39.5915208,-0.4620313,"web, tv",Valencia/València,PV
,,,,,,,,,,betevé,True,beteve.cat,"Plaça Tísner, 1, 08018 Barcelona",8018.0,41.4005519,2.1935639,"app, web, tv",Barcelona,CAT
,,,,,,,,,,blanes al día,True,blanesaldia.com,,17300.0,41.6759954,2.7902289,web,Girona,CAT
,,,,,,,,,,boca ràdio,False,bocaradio.org,"Agudells, 37-45 - CP 08032 - Barcelona",8032.0,41.4234081,2.1582217,"radio, web",Barcelona,CAT
,,,,,,,,,,bolsamania,True,bolsamania.com,"Pedro Teixeira número 8, planta 1",28020.0,40.4548241,-3.6942395,web,Madrid,MAD
,,,,,,,,,,butxaca,False,butxaca.com,"Ausiàs Marc, núm. 26, despatx 67, 08010 de Barcelona.",8010.0,41.3911794,2.1756769,web,Barcelona,CAT
,,,,,,,,,,cafèambllet.com,False,cafeambllet.com,,,,,web,ES Unknown,
,,,,,,,,,,calafell radio y tv,True,calafell.tv,"Plaça Catalunya, 31 - 43820 Calafell - Tarragona",43820.0,41.20057,1.5686199,"app, tv, web, radio",Tarragona,CAT
,,,,,,,,,,calamillor7,True,calamillor7.com,"Turisme2007 S.L. Carmelitas, 30 B, 07550 Son Servera",7550.0,39.6201493,3.3603044,"print, web",Illes Balears,IB
,,,,,,,,,,camp de túria,True,camp-de-turia.es,"San Juan Ribera, 35, 46190 Riba-roja Turia, Valencia",46190.0,39.5538488,-0.5429366,web,Valencia/València,PV
,,,,,,,,,,cam ràdio,False,camradio.blogspot.com.es,,,40.7709311,0.6690034,web,Tarragona,CAT
,,,,,,,,,,canal 10 empordà,True,canal10.cat,"Plaza de les Escoles - 4-5 3er - Edifici Can Masset  -17130 L'Escala, Girona",17130.0,42.1225503,3.131836677,"tv, web, radio",Girona,CAT
