media,area_of_influence,ojd,url,CCAA,PROV,AREA,platform,PGD,distribution,Origin,active_iber,address_iber,zipcode_iber,lat_iber,lng_iber,platform_iber,province_iber,CCAA_iber,type_media_cac,address_cac,lat_cac,lng_cac,zipcode_cac,classification_ojd,sub_classification_ojd,unique_visitors_ojd
dbalears,Illes Balears,,dbalears.cat,IB,IB,,digital,,,"AMIC, Iberfier, OJD",True,"Carrer de Sant Alonso, 24. Palma 07001",7001,39.5666236,2.6526021,"web, print",Illes Balears,IB,,,,,,Notícies i Informació,Notícies globals i actualitat,5005.0
dbalears,Illes Balears,,dbalears.cat,IB,IB,,digital,,,"AMIC, Iberfier, OJD",True,"de Sant Alonso, 24. Palma 07001",7001,39.5666236,2.6526021,web,Illes Balears,IB,,,,,,Noticias e Información,Noticias globales y actualidad,5005.0
dbalears,Illes Balears,,dbalears.cat,IB,IB,,digital,,,"AMIC, Iberfier, OJD",True,"de Sant Alonso, 24. Palma 07001",7001,39.5666236,2.6526021,web,Illes Balears,IB,,,,,,Notícies i Informació,Notícies globals i actualitat,5005.0
noudiari,Ibiza i Formentera,,noudiari.es,IB,IB,eiv,digital,,,"AMIC, Iberfier, OJD",True,"Vía Púnica 2, Eivissa",7800,38.908345,1.4324081,web,Illes Balears,IB,,,,,,Noticias e Información,Noticias globales y actualidad,10205.0
saveu,Illes Balears,,saveu.cat,IB,IB,ma,digital,,,"AMIC, Iberfier, OJD",True,"Sa Filadora A, 3, baixos - 07100 Sóller - Illes Balears",7100,39.7703664,2.7096129,"web, print",Illes Balears,IB,,,,,,Noticias e Información,Noticias globales y actualidad,600.0
saveu,Illes Balears,,saveu.cat,IB,IB,ma,digital,,,"AMIC, Iberfier, OJD",True,"Sa Filadora A, 3, baixos - 07100 Sóller - Illes Balears",7100,39.7703664,2.7096129,"web, print",Illes Balears,IB,,,,,,Notícies i Informació,Notícies globals i actualitat,600.0
aramultimedia,Pais Valencià,,aramultimedia.com,PV,PV,ViAl,digital,,,"AMIC, Iberfier, OJD",True,"Sant Francesc,11 - 03801 Alcoy/Alcoi, Alicante/Alacant",3801,38.69714404085261,-0.4742229197632716,web,Alicante/Alacant,PV,,,,,,Noticias e Información,Noticias globales y actualidad,775.0
castelloextra,Pais Valencià,,castelloextra.com,PV,PV,cast,digital,,,"AMIC, Iberfier, OJD",True,"Gaspar Torrella, 1, pta. 19 - Valencia - 46017",46017,39.4536311,-0.3928259,"print, web",Castellón/Castelló,PV,,,,,,Noticias e Información,Noticias globales y actualidad,377.0
valenciaextra,Pais Valencià,,valenciaextra.com,PV,PV,,digital,,,"AMIC, Iberfier, OJD",True,"Gaspar Torrella, 1, pta. 19 - Valencia - 46017",46017,39.4536311,-0.3928259,"print, web",Valencia/València,PV,,,,,,Noticias e Información,Noticias globales y actualidad,7148.0
fibwidiario,Balears,,fibwidiario.com,IB,IB,,digital,,,"AMIC, OJD",,,,,,,,,,,,,,Noticias e Información,Noticias globales y actualidad,245.0
laconca51,Catalunya,OJD,laconca51.cat,CAT,CAT,,digital,,,"AMIC, OJD",,,,,,,,,,,,,,Notícies i Informació,Notícies globals i actualitat,47.0
festacatalunya,ori,OJD,festacatalunya.cat,CAT,CAT,,digital,,,"AMIC, OJD",,,,,,,,,,,,,,Notícies i Informació,Notícies globals i actualitat,2480.0
apuntmenorca,Manacor i comarca,,apuntmenorca.com,IB,IB,me,digital,,,"AMIC, OJD",,,,,,,,,,,,,,Noticias e Información,Noticias de interés especial,561.0
tornaveu,Catalunya,OJD,tornaveu.cat,CAT,CAT,,digital,,,"AMIC, OJD",,,,,,,,,,,,,,Notícies i Informació,Notícies globals i actualitat,189.0
exterior,Catalunya ,no OJD,exterior.cat,CAT,CAT,,digital,,,"AMIC, OJD",,,,,,,,,,,,,,Notícies i Informació,Notícies globals i actualitat,320.0
cultura21,Catalunya,no OJD,cultura21.cat,CAT,CAT,,digital,,,"AMIC, OJD",,,,,,,,,,,,,,Notícies i Informació,Notícies globals i actualitat,80.0
elmoncasteller,"Catalunya,El Principat, principalment i territoris de parla catalana",OJD,elmoncasteller.cat,CAT,CAT,,digital,,,"AMIC, OJD",,,,,,,,,,,,,,Notícies i Informació,Notícies globals i actualitat,1574.0
escaparatedigital,Pais Valencià,,escaparatedigital.com,PV,PV,Al,digital,,,"AMIC, OJD",,,,,,,,,,,,,,Noticias e Información,Noticias globales y actualidad,430.0
indicadordeeconomia,"Catalunya, Tarragona",OJD,indicadordeeconomia.com,CAT,CAT,,digital,,,"AMIC, OJD",,,,,,,,,,,,,,Notícies i Informació,Notícies d'interès especial,52.0
lesvegueries,Catalunya,OJD,lesvegueries.cat,CAT,CAT,,digital,,,"AMIC, OJD",,,,,,,,,,,,,,Notícies i Informació,Notícies d'interès especial,191.0
cronica,Pais Valencià,,cronica.es,PV,PV,Valencià,digital,,,"AMIC, OJD",,,,,,,,,,,,,,Noticias e Información,Noticias globales y actualidad,58.0
bellaterradiari,Bellaterra,OJD,bellaterradiari.cat,CAT,B,amb,digital,,,"AMIC, OJD",,,,,,,,,,,,,,Notícies i Informació,Notícies globals i actualitat,97.0
canal21ebre,Terres de l'Ebre,OJD,canal21ebre.com,CAT,T,te,digital,,,"AMIC, OJD",,,,,,,,,,,,,,Notícies i Informació,Notícies globals i actualitat,425.0
diarideterrassa,Terrassa,OJD,diarideterrassa.com,CAT,B,amb,digital,,,"AMIC, OJD",,,,,,,,,,,,,,Notícies i Informació,Notícies globals i actualitat,12778.0
lafurapenedes,Penedés,OJD,lafurapenedes.cat,CAT,B,,digital,,,"AMIC, OJD",,,,,,,,,,,,,,Notícies i Informació,Notícies globals i actualitat,2071.0
molletama,Mollet i baix Vallès Oriental,OJD,molletama.cat,CAT,B,amb,digital,,,"AMIC, OJD",,,,,,,,,,,,,,Notícies i Informació,Notícies globals i actualitat,113.0
monterrassa,Terrassa,OJD,monterrassa.cat,CAT,B,amb,digital,,,"AMIC, OJD",,,,,,,,,,,,,,Notícies i Informació,Notícies globals i actualitat,7910.0
monterrassa,Castellbisbal,OJD,monterrassa.cat,CAT,B,amb,digital,,,"AMIC, OJD",,,,,,,,,,,,,,Notícies i Informació,Notícies globals i actualitat,7910.0
pallarsdigital,Pallars Jussà i Sobirà,OJD,pallarsdigital.cat,CAT,L,,digital,,,"AMIC, OJD",,,,,,,,,,,,,,Notícies i Informació,Notícies globals i actualitat,3695.0
tdbactualitat,"Torredembarra, Baix Gaià (Tarragonès Nord)",OJD,tdbactualitat.cat,CAT,T,,digital,,,"AMIC, OJD",,,,,,,,,,,,,,Notícies i Informació,Notícies globals i actualitat,240.0
totcerdanyola,Cerdanyola,OJD,totcerdanyola.cat,CAT,B,amb,digital,,,"AMIC, OJD",,,,,,,,,,,,,,Notícies i Informació,Notícies globals i actualitat,632.0
totrubi,Rubí,OJD,totrubi.cat,CAT,B,amb,digital,,,"AMIC, OJD",,,,,,,,,,,,,,Notícies i Informació,Notícies globals i actualitat,1391.0
laveudelsllibres,Pais Valencià,,laveudelsllibres.cat,PV,PV,V,digital,,,"AMIC, OJD",,,,,,,,,,,,,,Entretenimiento,Libros,246.0
laveudelsllibres,Pais Valencià,,laveudelsllibres.cat,PV,PV,V,digital,,,"AMIC, OJD",,,,,,,,,,,,,,Entreteniment,Llibres,246.0
7diesactualitat," Valencià, sud de Catalunya",,7diesactualitat.com,PV,PV,castisudCAT,digital,,,"AMIC, OJD",,,,,,,,,,,,,,Noticias e Información,Noticias globales y actualidad,68.0
monplaneta,Catalunya,OJD,monplaneta.cat,CAT,CAT,,digital,,,"AMIC, OJD",,,,,,,,,,,,,,Notícies i Informació,Notícies globals i actualitat,1679.0
viasona,Catalunya,OJD,viasona.cat,CAT,CAT,,digital,,,"AMIC, OJD",,,,,,,,,,,,,,Notícies i Informació,Notícies globals i actualitat,3600.0
uepmallorca,Mallorca,,uepmallorca.app,IB,IB,ma,digital,,,"AMIC, OJD",,,,,,,,,,,,,,Noticias e Información,Noticias globales y actualidad,170.0
uepmallorca,Mallorca,,uepmallorca.app,IB,IB,ma,digital,,,"AMIC, OJD",,,,,,,,,,,,,,Notícies i Informació,Notícies globals i actualitat,170.0
lasbandasdemusica,Pais Valencià,,lasbandasdemusica.com,PV,PV,cast,digital,,,"AMIC, OJD",,,,,,,,,,,,,,Noticias e Información,Noticias de interés especial,81.0
elmondelatele,Catalunya,OJD,elmondelatele.cat,CAT,CAT,,digital,,,"AMIC, OJD",,,,,,,,,,,,,,Notícies i Informació,Notícies globals i actualitat,10497.0
periodicontinyent,Pais Valencià,,periodicontinyent.com,PV,PV,V,digital,,,"AMIC, OJD",,,,,,,,,,,,,,Noticias e Información,Noticias globales y actualidad,1783.0
castello24,Pais Valencià,,castello24.com,PV,PV,cast,digital,,,"AMIC, OJD",,,,,,,,,,,,,,Noticias e Información,Noticias globales y actualidad,53.0
foravila,Illes Balears,,foravila.net,IB,IB,,digital,,,"AMIC, OJD",,,,,,,,,,,,,,Noticias e Información,Noticias globales y actualidad,425.0
balearsvadevi,Balears,,balearsvadevi.cat,IB,IB,,digital,,,"AMIC, OJD",,,,,,,,,,,,,,Noticias e Información,Noticias de interés especial,152.0
balearsvadevi,Balears,,balearsvadevi.cat,IB,IB,,digital,,,"AMIC, OJD",,,,,,,,,,,,,,Notícies i Informació,Notícies d'interès especial,152.0
digitalmanacor,Manacor i comarca,,digitalmanacor.com,IB,IB,ma,digital,,,"AMIC, OJD",,,,,,,,,,,,,,Noticias e Información,Noticias globales y actualidad,561.0
eliris,"Menorca, Illes Balears i territoris de parla catalana",,eliris.cat,IB,IB,me,digital,,,"AMIC, OJD",,,,,,,,,,,,,,Noticias e Información,Noticias globales y actualidad,196.0
mallorcadiario,Mallorca,,mallorcadiario.com,IB,IB,ma,digital,,,"AMIC, OJD",,,,,,,,,,,,,,Noticias e Información,Noticias globales y actualidad,7370.0
menorcaaldia,Menorca,,menorcaaldia.com,IB,IB,me,digital,,,"AMIC, OJD",,,,,,,,,,,,,,Noticias e Información,Noticias globales y actualidad,8620.0
menorca,Menorca,,menorca.info,IB,IB,me,digital,,,"AMIC, OJD",,,,,,,,,,,,,,Noticias e Información,Noticias globales y actualidad,52401.0
palmesana,,,palmesana.com,IB,,,digital,,,"AMIC, OJD",,,,,,,,,,,,,,Noticias e Información,Noticias globales y actualidad,243.0
revista07500,Manacor i comarca,,revista07500.com,IB,IB,ma,digital,,,"AMIC, OJD",,,,,,,,,,,,,,Noticias e Información,Noticias globales y actualidad,730.0
ultimahora,Mallorca,,ultimahora.es,IB,IB,ma,digital,,,"AMIC, OJD",,,,,,,,,,,,,,Noticias e Información,Noticias globales y actualidad,219930.0
firesifestes,Mallorca,,firesifestes.es,IB,IB,ma,digital,,,"AMIC, OJD",,,,,,,,,,,,,,Noticias e Información,Noticias de interés especial,168.0
alicantextra,Pais Valencià,,alicantextra.com,PV,PV,Al,digital,,,"AMIC, OJD",,,,,,,,,,,,,,Noticias e Información,Noticias globales y actualidad,1179.0
castellonoticies,Pais Valencià,,castellonoticies.com,PV,PV,cast,digital,,,"AMIC, OJD",,,,,,,,,,,,,,Noticias e Información,Noticias globales y actualidad,809.0
castellonoticies,Pais Valencià,,castellonoticies.com,PV,PV,cast,digital,,,"AMIC, OJD",,,,,,,,,,,,,,Notícies i Informació,Notícies globals i actualitat,809.0
revistapoble,Pais Valencià,,revistapoble.net,PV,PV,,digital,,,"AMIC, OJD",,,,,,,,,,,,,,Noticias e Información,Noticias globales y actualidad,352.0
revistasao,Pais Valencià,,revistasao.cat,PV,PV,,digital,,,"AMIC, OJD",,,,,,,,,,,,,,Noticias e Información,Noticias globales y actualidad,194.0
tvdigitalontinyent,Pais Valencià,,tvdigitalontinyent.com,PV,PV,,digital,,,"AMIC, OJD",,,,,,,,,,,,,,Noticias e Información,Noticias globales y actualidad,138.0
diariandorra,,,diariandorra.ad,AD,,,digital,,,"AMIC, OJD",,,,,,,,,,,,,,Notícies i Informació,Notícies globals i actualitat,13214.0
aldia.cat,,,aldia.cat,,,,,,,"Iberfier, OJD",True,"Paseo de la Castellana, 210 - Madrid",28046,40.4632631,-3.6889552,web,Barcelona,CAT,,,,,,Notícies i Informació,Notícies globals i actualitat,121.0
alicante plaza,,,alicanteplaza.es,,,,,,,"Iberfier, OJD",True," Roger de Lauria, 19 4 A - Valencia 46002",46002,39.4694281,-0.3732906,"web, app",Alicante/Alacant,PV,,,,,,Noticias e Información,Noticias globales y actualidad,30245.0
betera.com,,,betera.com,,,,,,,"Iberfier, OJD",True,,46117,39.5915208,-0.4620313,"web, tv",Valencia/València,PV,,,,,,Noticias e Información,Noticias globales y actualidad,121.0
camp de túria,,,camp-de-turia.es,,,,,,,"Iberfier, OJD",True,"San Juan Ribera, 35, 46190 Riba-roja Turia, Valencia",46190,39.5538488,-0.5429366,web,Valencia/València,PV,,,,,,Noticias e Información,Noticias globales y actualidad,15.0
castellón plaza,,,castellonplaza.com,,,,,,,"Iberfier, OJD",True," Roger de Lauria, 19 4 A - Valencia 46002",46002,39.4694281,-0.3732906,"app, web",Castellón/Castelló,PV,,,,,,Noticias e Información,Noticias globales y actualidad,11620.0
catalunya diari,,,catalunyadiari.com,,,,,,,"Iberfier, OJD",True,"Raval Santa Anna 42, Entresòl, 43201 REUS",43201,41.156741,1.1092707,"app, web",Tarragona,CAT,,,,,,Notícies i Informació,Notícies globals i actualitat,38744.0
catorze,,,catorze.cat,,,,,,,"Iberfier, OJD",True,"Barcelona, Rambla de Prat, 12",8012,41.4017795,2.1520269,web,Barcelona,CAT,,,,,,Notícies i Informació,Notícies d'interès especial,4846.0
comarcal cv,,,comarcalcv.com,,,,,,,"Iberfier, OJD",True,"Plaza Lázaro Cárdenas, 5, 46020 Valencia",46020,39.490127,-0.360806,web,Valencia/València,PV,,,,,,Noticias e Información,Noticias globales y actualidad,1313.0
cugat.cat,,,cugat.cat,,,,,,,"Iberfier, OJD",True,"Plana de l'Hospital, 12-14, 08172 Sant Cugat del Vallès, Barcelona",8172,41.4742657,2.0833786,"web, radio, tv",Barcelona,CAT,,,,,,Notícies i Informació,Notícies globals i actualitat,2105.0
cuina,,,cuina.cat,,,,,,,"Iberfier, OJD",True,"Premià, 15. 2a planta, 08014, de Barcelona",8014,41.3764963,2.1389247,"web, print",Barcelona,CAT,,,,,,Notícies i Informació,Directoris/Guies locals,3495.0
dénia.com,,,denia.com,,,,,,,"Iberfier, OJD",True,"Plaza Tenor Cortis, 2 - 03700 Dénia (Alicante)",3700,38.8392696,0.1042703,web,Alicante/Alacant,PV,,,,,,Noticias e Información,Noticias globales y actualidad,9708.0
descobrir,,,descobrir.cat,,,,,,,"Iberfier, OJD",True,Riu Guell 68 - Girona 17005 (Girona),17005,41.9832325,2.8146369,"print, web",Girona,CAT,,,,,,Notícies i Informació,Directoris/Guies locals,1936.0
diari digital,,,diaridigital.es,,,,,,,"Iberfier, OJD",True,"Avda. Cortes Valencianas, s/n – sector Palasiet 46800 Xàtiva.",46800,38.9872771,-0.5320875,web,Valencia/València,PV,,,,,,Noticias e Información,Noticias globales y actualidad,533.0
diario de alicante,,,diariodealicante.net,,,,,,,"Iberfier, OJD",True,"Plaza de San Cristobal, 14, Alicante  03002",3002,38.3464075,-0.4838973,"web, app",Valencia/València,PV,,,,,,Noticias e Información,Noticias globales y actualidad,516.0
directa,,,directa.cat,,,,,,,"Iberfier, OJD",True,"Riego 37, 08014, Sants (Barcelona)",8014,41.3769154,2.1384938,"web, print",Barcelona,CAT,,,,,,Notícies i Informació,Notícies globals i actualitat,2858.0
el meridiano l'horta,,,elmeridiano.es,,,,,,,"Iberfier, OJD",True,"Avenida del Puerto, 80, 46023 Valencia",46023,39.4660596,-0.3539659,"web, print",Valencia/València,PV,,,,,,Noticias e Información,Noticias globales y actualidad,875.0
elperiodic.com,,,elperiodic.com,,,,,,,"Iberfier, OJD",True,"Virgen De La Cabeza 2  12530 - Burriana, Castellón",35215,39.8895925,-0.0848302,web,Castellón/Castelló,PV,,,,,,Noticias e Información,Noticias globales y actualidad,27746.0
empordà info,,,emporda.info,,,,,,,"Iberfier, OJD",True,"Figueres, a l’Avenida Salvador Dalí, 79, 17600",17600,42.261934,2.958412,"print, web, app",Girona,CAT,,,,,,Notícies i Informació,Notícies globals i actualitat,16505.0
golsmedia,,,golsmedia.com,,,,,,,"Iberfier, OJD",True,"Av. del Oeste, 48, 46001 Valencia",46001,39.4696017,-0.3799284,"web, print",Valencia/València,PV,,,,,,Noticias e Información,Noticias deportivas y actualidad,3568.0
infotúria,,,infoturia.com,,,,,,,"Iberfier, OJD",True,"EL PANSER, 68, 46183 L’ELIANA (VALENCIA) ",46183,39.5747401,-0.5216287,"print, web",Valencia/València,PV,,,,,,Noticias e Información,Noticias globales y actualidad,218.0
la república,,,larepublica.cat,,,,,,,"Iberfier, OJD",True,"Caballero, 65 - 08014 Barcelona",8014,41.3832889,2.136604,web,Barcelona,CAT,,,,,,Notícies i Informació,Notícies globals i actualitat,3045.0
la veu de lliria,,,laveudelliria.com,,,,,,,"Iberfier, OJD",True,,46160,39.6274082,-0.5968562,web,Valencia/València,PV,,,,,,Noticias e Información,Noticias globales y actualidad,1041.0
lleida diari,,,lleidadiari.cat,,,,,,,"Iberfier, OJD",True,"Avinguda Fontanet, 19-21 Local 2 - 25001 - Lleida",25001,41.6044595,0.6410121,web,Lleida,CAT,,,,,,Notícies i Informació,Notícies globals i actualitat,1177.0
manresa diari,,,manresadiari.cat,,,,,,,"Iberfier, OJD",True,"Pompeu Fabra, 13 1r pis - 08240 - MANRESA",8240,41.72637,1.8227389,web,Barcelona,CAT,,,,,,Notícies i Informació,Notícies globals i actualitat,92.0
noticias comunitat valenciana,,,noticiascv.com,,,,,,,"Iberfier, OJD",True,,,,,web,ES Unknown,,,,,,,Noticias e Información,Noticias globales y actualidad,1206.0
nova tàrrega,,,novatarrega.cat,,,,,,,"Iberfier, OJD",True,"Governador Padules, 2, 25300 - Tàrrega",25300,41.6480294,1.137326,"web, print",Lleida,CAT,,,,,,Notícies i Informació,Notícies globals i actualitat,338.0
página 66,,,pagina66.com,,,,,,,"Iberfier, OJD",True,"Gongora 11, 1, 03803 Alcoy, Alacant",3803,38.7026697,-0.4782268,web,Alicante/Alacant,PV,,,,,,Noticias e Información,Noticias globales y actualidad,1641.0
radio esport valencia,,,radioesport914.com,,,,,,,"Iberfier, OJD",False,"Av. del Mestre Rodrigo, 84, 46035 València",46035,39.4898986,-0.4061492,web,Valencia/València,PV,,,,,,Entretenimiento,Broadcast,566.0
rubí tv,,,rubitv.cat,,,,,,,"Iberfier, OJD",True,"Portal Rubí, Avinguda Barcelona, 57 , Rubí, Barcelona",8191,41.4877244,2.0311648,web,Barcelona,CAT,,,,,,Notícies i Informació,Notícies globals i actualitat,138.0
sapiens,,,sapiens.cat,,,,,,,"Iberfier, OJD",True,"Premià, 15. 2a planta. 08014. Barcelona",8014,41.3764963,2.1389247,"app, web, print",Barcelona,CAT,,,,,,Notícies i Informació,Notícies globals i actualitat,501.0
social,,,social.cat,,,,,,,"Iberfier, OJD",True,"C. Cristòfol Colom, 3 5-A 08402 Granollers (Barcelona)",8402,41.6003346,2.2874673,web,Barcelona,CAT,,,,,,Notícies i Informació,Notícies globals i actualitat,595.0
som granollers,,,somgranollers.cat,,,,,,,"Iberfier, OJD",True,"Rambla Pompeu Fabra, 32 - 08100 Mollet del Vallès (Barcelona)",8100,41.540286,2.2187857,"print, web",Barcelona,CAT,,,,,,Notícies i Informació,Notícies globals i actualitat,723.0
som mollet,,,sommollet.cat,,,,,,,"Iberfier, OJD",True,"Rambla Pompeu Fabra, 32 - 08100 Mollet del Vallès (Barcelona)",8100,41.540286,2.2187857,"print, web",Barcelona,CAT,,,,,,Notícies i Informació,Notícies d'interès especial,763.0
som montmeló,,,sommontmelo.cat,,,,,,,"Iberfier, OJD",True,"Rambla Pompeu Fabra, 32 - 08100 Mollet del Vallès (Barcelona)",8100,41.540286,2.2187857,"web, print",Barcelona,CAT,,,,,,Notícies i Informació,Notícies globals i actualitat,82.0
som montornès,,,sommontornes.cat,,,,,,,"Iberfier, OJD",True,"Rambla Pompeu Fabra, 32 - 08100 Mollet del Vallès (Barcelona)",8100,41.540286,2.2187857,"web, print",Barcelona,CAT,,,,,,Notícies i Informació,Notícies globals i actualitat,118.0
som vallés,,,somvalles.cat,,,,,,,"Iberfier, OJD",True,"Rambla Pompeu Fabra, 32 - 08100 Mollet del Vallès (Barcelona)",8100,41.540286,2.2187857,"print, web",Barcelona,CAT,,,,,,Notícies i Informació,Notícies globals i actualitat,139.0
territoris,,,territoris.cat,,,,,,,"Iberfier, OJD",True,"Girona 15, locales 3-25230 Mollerussa (Lleida)",25230,41.6226857,0.8913523,web,Lleida,CAT,,,,,,Notícies i Informació,Notícies globals i actualitat,208.0
tva,,,tv-a.es,,,,,,,"Iberfier, OJD",True,Santa Rosa 57 A1 - 03802 Alcoy (Alicante),3802,38.6923043,-0.4847152,"tv, web",Alicante/Alacant,PV,,,,,,Noticias e Información,Noticias globales y actualidad,217.0
valència diari,,,valenciadiari.com,,,,,,,"Iberfier, OJD",True,"Calle del Marques de Campo, 13",46007,39.46025601410668,-0.3871536443231182,web,Valencia/València,PV,,,,,,Noticias e Información,Noticias globales y actualidad,154.0
valència diari,,,valenciadiari.com,,,,,,,"Iberfier, OJD",True,"Calle del Marques de Campo, 13",46007,39.46025601410668,-0.3871536443231182,web,Valencia/València,PV,,,,,,Notícies i Informació,Notícies globals i actualitat,154.0
valencia noticias,,,valencianoticias.com,,,,,,,"Iberfier, OJD",True,"Carrer d'Azcárraga, 2, 46008 València",46008,39.4745511,-0.388615,web,Valencia/València,PV,,,,,,Noticias e Información,Noticias globales y actualidad,110.0
valencia plaza,,,valenciaplaza.com,,,,,,,"Iberfier, OJD",True,"Roger de Lauria, 19 4 A - Valencia 46002",46002,39.4694281,-0.3732906,"web, print, app, radio",Valencia/València,PV,,,,,,Noticias e Información,Noticias globales y actualidad,56926.0
valors,,,valors.org,,,,,,,"Iberfier, OJD",True,"Portal de Valldeix, 17 2n pis 08301 Mataró",8301,41.5422421,2.446026,"web, print, radio",Barcelona,CAT,,,,,,Notícies i Informació,Notícies globals i actualitat,96.0
viu molins de rei,,,viumolinsderei.com,,,,,,,"Iberfier, OJD",True,"Àngel Guimerà, 8, Molins de Rei, 08750 Molins de Rei, Barcelona",8750,41.4108564,2.0198005,web,Barcelona,CAT,,,,,,Notícies i Informació,Notícies globals i actualitat,1651.0
xtradio,,,xtradio.es,,,,,,,"Iberfier, OJD",True,"Abú Masaifa nº 8, piso 9º, puerta 26 · 46800 Xàtiva (Valencia) ",46800,38.9894745,-0.5276313,"web, radio",Valencia/València,PV,,,,,,Entretenimiento,Broadcast,37.0
viaempresa,Catalunya,OJD,viaempresa.cat,CAT,CAT,,digital,,,"AMIC, Iberfier, OJD",True,"Sant Antoni, 42 08172 Sant Cugat del Vallès (Barcelona)",8172,41.4687335,2.0790992,web,Barcelona,CAT,,,,,,"Finances, assegurances i inversió",Notícies i informació financera,5393.0
ara,Catalunya,OJD,ara.cat,CAT,CAT,,digital,,,"AMIC, Iberfier, OJD",True,"Diputació 119 de Barcelona, 08015",8015,41.3827046,2.156459,"print, app, web",Barcelona,CAT,,,,,,Noticias e Información,Noticias globales y actualidad,10455.0
ara,Catalunya,OJD,ara.cat,CAT,CAT,,digital,,,"AMIC, Iberfier, OJD",True,"Diputació 119 de Barcelona, 08015",8015,41.3827046,2.156459,"print, app, web",Barcelona,CAT,,,,,,Notícies i Informació,Notícies globals i actualitat,140423.0
ara,Catalunya,OJD,ara.cat,CAT,CAT,,digital,,,"AMIC, Iberfier, OJD",True,"Diputació 119 de Barcelona, 08015",8015,41.3827046,2.156459,"print, app, web",Barcelona,CAT,,,,,,Notícies i Informació,Notícies globals i actualitat,10455.0
ara,Catalunya,OJD,ara.cat,CAT,CAT,,digital,,,"AMIC, Iberfier, OJD",True,"Diputació 119 de Barcelona, 08015",8015,41.3827046,2.156459,"print, app, web",Barcelona,CAT,,,,,,Notícies i Informació,Notícies d'interès especial,4276.0
ara,Catalunya,OJD,ara.cat,CAT,CAT,,digital,,,"AMIC, Iberfier, OJD",True,"Diputació 119 de Barcelona, 08015",8015,41.3827046,2.156459,"print, app, web",Barcelona,CAT,,,,,,Notícies i Informació,Notícies globals i actualitat,4015.0
catalunyapress,Catalunya,OJD,catalunyapress.cat,CAT,CAT,,digital,,,"AMIC, Iberfier, OJD",True,"Ronda Universitat 12, 7ª Planta -08007 Barcelona",8007,41.3865643,2.166938,web,Barcelona,CAT,,,,,,Notícies i Informació,Notícies globals i actualitat,1559.0
capgros,Maresme,OJD,capgros.com,CAT,B,amb,digital,,,"AMIC, Iberfier, OJD",True," Sant Antoni, 42 08172 Sant Cugat del Vallès (Barcelona)",8172,41.4687335,2.0790992,"web, print",Barcelona,CAT,,,,,,Notícies i Informació,Notícies d'interès especial,4992.0
diarimes,"Tarragonès, Reus, Camp, Ebre, Penedès",OJD,diarimes.com,CAT,T,,digital,,,"AMIC, Iberfier, OJD",True,"Manuel de Falla, 12 Baixos.TARRAGONA",43003,41.1134258,1.240801,"print, web, app",Tarragona,CAT,,,,,,Notícies i Informació,Notícies globals i actualitat,11411.0
laciutat,"territorials Catalunya, AND",OJD,laciutat.cat,CAT,CATAND,varisIP,digital,,,"AMIC, Iberfier, OJD",True,"Mendez Nuñez, 21, e2, 43004 Tarragona, Catalunya",43004,41.1142647,1.2522727,"tv, web, app",Tarragona,CAT,,,,,,Notícies i Informació,Notícies globals i actualitat,12111.0
catalunyamagrada,Catalunya,OJD,catalunyamagrada.cat,CAT,CAT,,digital,,,"AMIC, Iberfier, OJD",True,"C/ Sant Antoni, 42, 08172 Sant Cugat del Vallès (Barcelona)",8172,41.4695627,2.0809895,web,Barcelona,CAT,,,,,,Notícies i Informació,Notícies globals i actualitat,376.0
segre,,no OJD,segre.com,CAT,,,digital,,,"AMIC, Iberfier, OJD",False,"del Riu, número 6, 25005 Lleida",25005,41.6543565,0.6251541,web,Lleida,CAT,,,,,,Notícies i Informació,Notícies globals i actualitat,29367.0
segre,,no OJD,segre.com,CAT,,,digital,,,"AMIC, Iberfier, OJD",True,"del Riu, número 6, 25005 Lleida",25005,41.6543565,0.6251541,"app, web",Lleida,CAT,,,,,,Notícies i Informació,Notícies globals i actualitat,29367.0
aguaita,Terres de l'Ebre,OJD,aguaita.cat ,CAT,T,te,digital,,,"AMIC, Iberfier, OJD",True,"Passeig de Gràcia, 26, 4t (08007 Barcelona)",8007,41.3903717,2.1679521,web,Tarragona,CAT,,,,,,Notícies i Informació,Notícies globals i actualitat,3779.0
elnostreciutat,Pais Valencià,,elnostreciutat.com (elnostreperiodic.com),PV,PV,Al,digital,,,"AMIC, OJD",,,,,,,,,,,,,,Noticias e Información,Noticias globales y actualidad,2370.0
noticiasmarinaalta,Pais Valencià,,noticiasmarinaalta.es ,PV,PV,V,digital,,,"AMIC, OJD",,,,,,,,,,,,,,Noticias e Información,Noticias globales y actualidad,617.0
espai,Catalunya,no OJD,espai.media,CAT,CAT,,digital,,,"AMIC, OJD",,,,,,,,,,,,,,Notícies i Informació,Notícies globals i actualitat,85.0
